dguid,alt_geo_code,geo_level,geo_name_full,geo_name,geo_kind,characteristic,population
2021S051259090908,59090908,Dissemination area,59090908,59090908,,"Population, 2021",374
2021S051259090909,59090909,Dissemination area,59090909,59090909,,"Population, 2021",857
2021S051259090910,59090910,Dissemination area,59090910,59090910,,"Population, 2021",860
2021S051259090911,59090911,Dissemination area,59090911,59090911,,"Population, 2021",610
2021S051259090912,59090912,Dissemination area,59090912,59090912,,"Population, 2021",891
2021S051259090913,59090913,Dissemination area,59090913,59090913,,"Population, 2021",805
2021S051259090915,59090915,Dissemination area,59090915,59090915,,"Population, 2021",1101
2021S051259090916,59090916,Dissemination area,59090916,59090916,,"Population, 2021",454
2021S051259090917,59090917,Dissemination area,59090917,59090917,,"Population, 2021",670
2021S051259090918,59090918,Dissemination area,59090918,59090918,,"Population, 2021",628
2021S051259090919,59090919,Dissemination area,59090919,59090919,,"Population, 2021",653
2021S051259090920,59090920,Dissemination area,59090920,59090920,,"Population, 2021",888
2021S051259090922,59090922,Dissemination area,59090922,59090922,,"Population, 2021",849
2021S051259090923,59090923,Dissemination area,59090923,59090923,,"Population, 2021",506
2021S051259090924,59090924,Dissemination area,59090924,59090924,,"Population, 2021",993
2021S051259090925,59090925,Dissemination area,59090925,59090925,,"Population, 2021",792
2021S051259090926,59090926,Dissemination area,59090926,59090926,,"Population, 2021",369
2021S051259090927,59090927,Dissemination area,59090927,59090927,,"Population, 2021",593
2021S051259090928,59090928,Dissemination area,59090928,59090928,,"Population, 2021",1036
2021S051259090929,59090929,Dissemination area,59090929,59090929,,"Population, 2021",660
2021S051259090930,59090930,Dissemination area,59090930,59090930,,"Population, 2021",658
2021S051259090931,59090931,Dissemination area,59090931,59090931,,"Population, 2021",693
2021S051259090939,59090939,Dissemination area,59090939,59090939,,"Population, 2021",818
2021S051259090941,59090941,Dissemination area,59090941,59090941,,"Population, 2021",448
2021S051259090942,59090942,Dissemination area,59090942,59090942,,"Population, 2021",343
2021S051259090943,59090943,Dissemination area,59090943,59090943,,"Population, 2021",765
2021S051259090944,59090944,Dissemination area,59090944,59090944,,"Population, 2021",575
2021S051259090945,59090945,Dissemination area,59090945,59090945,,"Population, 2021",1107
2021S051259090946,59090946,Dissemination area,59090946,59090946,,"Population, 2021",787
2021S051259090947,59090947,Dissemination area,59090947,59090947,,"Population, 2021",777
2021S051259090949,59090949,Dissemination area,59090949,59090949,,"Population, 2021",865
2021S051259090955,59090955,Dissemination area,59090955,59090955,,"Population, 2021",1172
2021S051259090956,59090956,Dissemination area,59090956,59090956,,"Population, 2021",1480
2021S051259090957,59090957,Dissemination area,59090957,59090957,,"Population, 2021",717
2021S051259090959,59090959,Dissemination area,59090959,59090959,,"Population, 2021",757
2021S051259090961,59090961,Dissemination area,59090961,59090961,,"Population, 2021",828
2021S051259090962,59090962,Dissemination area,59090962,59090962,,"Population, 2021",530
2021S051259090963,59090963,Dissemination area,59090963,59090963,,"Population, 2021",390
2021S051259090964,59090964,Dissemination area,59090964,59090964,,"Population, 2021",577
2021S051259090965,59090965,Dissemination area,59090965,59090965,,"Population, 2021",641
2021S051259090966,59090966,Dissemination area,59090966,59090966,,"Population, 2021",981
2021S051259090967,59090967,Dissemination area,59090967,59090967,,"Population, 2021",795
2021S051259090968,59090968,Dissemination area,59090968,59090968,,"Population, 2021",1017
2021S051259090975,59090975,Dissemination area,59090975,59090975,,"Population, 2021",1010
2021S051259090976,59090976,Dissemination area,59090976,59090976,,"Population, 2021",782
2021A00055909056,5909056,Census subdivision,"Mission, District municipality (DM)",Mission,District municipality (DM),"Population, 2021",41519
2021S051259090462,59090462,Dissemination area,59090462,59090462,,"Population, 2021",609
2021S051259090464,59090464,Dissemination area,59090464,59090464,,"Population, 2021",563
2021S051259090466,59090466,Dissemination area,59090466,59090466,,"Population, 2021",561
2021S051259090467,59090467,Dissemination area,59090467,59090467,,"Population, 2021",414
2021S051259090468,59090468,Dissemination area,59090468,59090468,,"Population, 2021",503
2021S051259090469,59090469,Dissemination area,59090469,59090469,,"Population, 2021",576
2021S051259090470,59090470,Dissemination area,59090470,59090470,,"Population, 2021",526
2021S051259090471,59090471,Dissemination area,59090471,59090471,,"Population, 2021",554
2021S051259090472,59090472,Dissemination area,59090472,59090472,,"Population, 2021",568
2021S051259090473,59090473,Dissemination area,59090473,59090473,,"Population, 2021",335
2021S051259090474,59090474,Dissemination area,59090474,59090474,,"Population, 2021",659
2021S051259090475,59090475,Dissemination area,59090475,59090475,,"Population, 2021",552
2021S051259090476,59090476,Dissemination area,59090476,59090476,,"Population, 2021",688
2021S051259090477,59090477,Dissemination area,59090477,59090477,,"Population, 2021",462
2021S051259090478,59090478,Dissemination area,59090478,59090478,,"Population, 2021",445
2021S051259090479,59090479,Dissemination area,59090479,59090479,,"Population, 2021",588
2021S051259090480,59090480,Dissemination area,59090480,59090480,,"Population, 2021",712
2021S051259090481,59090481,Dissemination area,59090481,59090481,,"Population, 2021",1176
2021S051259090482,59090482,Dissemination area,59090482,59090482,,"Population, 2021",1528
2021S051259090483,59090483,Dissemination area,59090483,59090483,,"Population, 2021",1489
2021S051259090484,59090484,Dissemination area,59090484,59090484,,"Population, 2021",404
2021S051259090485,59090485,Dissemination area,59090485,59090485,,"Population, 2021",2347
2021S051259090486,59090486,Dissemination area,59090486,59090486,,"Population, 2021",790
2021S051259090487,59090487,Dissemination area,59090487,59090487,,"Population, 2021",441
2021S051259090488,59090488,Dissemination area,59090488,59090488,,"Population, 2021",494
2021S051259090489,59090489,Dissemination area,59090489,59090489,,"Population, 2021",440
2021S051259090490,59090490,Dissemination area,59090490,59090490,,"Population, 2021",445
2021S051259090491,59090491,Dissemination area,59090491,59090491,,"Population, 2021",370
2021S051259090492,59090492,Dissemination area,59090492,59090492,,"Population, 2021",428
2021S051259090493,59090493,Dissemination area,59090493,59090493,,"Population, 2021",669
2021S051259090494,59090494,Dissemination area,59090494,59090494,,"Population, 2021",480
2021S051259090495,59090495,Dissemination area,59090495,59090495,,"Population, 2021",635
2021S051259090496,59090496,Dissemination area,59090496,59090496,,"Population, 2021",475
2021S051259090497,59090497,Dissemination area,59090497,59090497,,"Population, 2021",413
2021S051259090498,59090498,Dissemination area,59090498,59090498,,"Population, 2021",547
2021S051259090499,59090499,Dissemination area,59090499,59090499,,"Population, 2021",600
2021S051259090500,59090500,Dissemination area,59090500,59090500,,"Population, 2021",478
2021S051259090501,59090501,Dissemination area,59090501,59090501,,"Population, 2021",475
2021S051259090502,59090502,Dissemination area,59090502,59090502,,"Population, 2021",487
2021S051259090503,59090503,Dissemination area,59090503,59090503,,"Population, 2021",522
2021S051259090504,59090504,Dissemination area,59090504,59090504,,"Population, 2021",539
2021S051259090505,59090505,Dissemination area,59090505,59090505,,"Population, 2021",1375
2021S051259090506,59090506,Dissemination area,59090506,59090506,,"Population, 2021",472
2021S051259090507,59090507,Dissemination area,59090507,59090507,,"Population, 2021",344
2021S051259090508,59090508,Dissemination area,59090508,59090508,,"Population, 2021",461
2021S051259090509,59090509,Dissemination area,59090509,59090509,,"Population, 2021",471
2021S051259090510,59090510,Dissemination area,59090510,59090510,,"Population, 2021",664
2021S051259090513,59090513,Dissemination area,59090513,59090513,,"Population, 2021",923
2021S051259090514,59090514,Dissemination area,59090514,59090514,,"Population, 2021",464
2021S051259090515,59090515,Dissemination area,59090515,59090515,,"Population, 2021",267
2021S051259090516,59090516,Dissemination area,59090516,59090516,,"Population, 2021",677
2021S051259090517,59090517,Dissemination area,59090517,59090517,,"Population, 2021",549
2021S051259090518,59090518,Dissemination area,59090518,59090518,,"Population, 2021",506
2021S051259090519,59090519,Dissemination area,59090519,59090519,,"Population, 2021",251
2021S051259090740,59090740,Dissemination area,59090740,59090740,,"Population, 2021",508
2021S051259090741,59090741,Dissemination area,59090741,59090741,,"Population, 2021",438
2021S051259090742,59090742,Dissemination area,59090742,59090742,,"Population, 2021",476
2021S051259090743,59090743,Dissemination area,59090743,59090743,,"Population, 2021",520
2021S051259090744,59090744,Dissemination area,59090744,59090744,,"Population, 2021",732
2021S051259090745,59090745,Dissemination area,59090745,59090745,,"Population, 2021",592
2021S051259090746,59090746,Dissemination area,59090746,59090746,,"Population, 2021",490
2021S051259090747,59090747,Dissemination area,59090747,59090747,,"Population, 2021",313
2021S051259090748,59090748,Dissemination area,59090748,59090748,,"Population, 2021",465
2021S051259090749,59090749,Dissemination area,59090749,59090749,,"Population, 2021",470
2021S051259090750,59090750,Dissemination area,59090750,59090750,,"Population, 2021",604
2021S051259090751,59090751,Dissemination area,59090751,59090751,,"Population, 2021",671
2021S051259090752,59090752,Dissemination area,59090752,59090752,,"Population, 2021",471
2021S051259090753,59090753,Dissemination area,59090753,59090753,,"Population, 2021",457
2021S051259090970,59090970,Dissemination area,59090970,59090970,,"Population, 2021",167
2021S051259090972,59090972,Dissemination area,59090972,59090972,,"Population, 2021",734
2021A00055909060,5909060,Census subdivision,"Fraser Valley F, Regional district electoral area (RDA)",Fraser Valley F,Regional district electoral area (RDA),"Population, 2021",1384
2021S051259090461,59090461,Dissemination area,59090461,59090461,,"Population, 2021",781
2021S051259090520,59090520,Dissemination area,59090520,59090520,,"Population, 2021",603
2021A00055909062,5909062,Census subdivision,"Fraser Valley G, Regional district electoral area (RDA)",Fraser Valley G,Regional district electoral area (RDA),"Population, 2021",1692
2021S051259090511,59090511,Dissemination area,59090511,59090511,,"Population, 2021",561
2021S051259090512,59090512,Dissemination area,59090512,59090512,,"Population, 2021",425
2021S051259090524,59090524,Dissemination area,59090524,59090524,,"Population, 2021",382
2021S051259090807,59090807,Dissemination area,59090807,59090807,,"Population, 2021",0
2021S051259090978,59090978,Dissemination area,59090978,59090978,,"Population, 2021",324
2021S051259090979,59090979,Dissemination area,59090979,59090979,,"Population, 2021",0
2021A00055909804,5909804,Census subdivision,"Chawathil 4, Indian reserve (IRI)",Chawathil 4,Indian reserve (IRI),"Population, 2021",182
2021S051259090623,59090623,Dissemination area,59090623,59090623,,"Population, 2021",182
2021A00055909805,5909805,Census subdivision,"Inkahtsaph 6, Indian reserve (IRI)",Inkahtsaph 6,Indian reserve (IRI),"Population, 2021",0
2021S051259090776,59090776,Dissemination area,59090776,59090776,,"Population, 2021",0
2021A00055909806,5909806,Census subdivision,"Kopchitchin 2, Indian reserve (IRI)",Kopchitchin 2,Indian reserve (IRI),"Population, 2021",41
2021S051259090771,59090771,Dissemination area,59090771,59090771,,"Population, 2021",41
2021A00055909807,5909807,Census subdivision,"Ohamil 1, Indian reserve (IRI)",Ohamil 1,Indian reserve (IRI),"Population, 2021",150
2021S051259090622,59090622,Dissemination area,59090622,59090622,,"Population, 2021",150
2021A00055909808,5909808,Census subdivision,"Puckatholetchin 11, Indian reserve (IRI)",Puckatholetchin 11,Indian reserve (IRI),"Population, 2021",10
2021S051259090626,59090626,Dissemination area,59090626,59090626,,"Population, 2021",10
2021A00055909809,5909809,Census subdivision,"Saddle Rock 9, Indian reserve (IRI)",Saddle Rock 9,Indian reserve (IRI),"Population, 2021",0
2021S051259090631,59090631,Dissemination area,59090631,59090631,,"Population, 2021",0
2021A00055909810,5909810,Census subdivision,"Lukseetsissum 9, Indian reserve (IRI)",Lukseetsissum 9,Indian reserve (IRI),"Population, 2021",52
2021S051259090619,59090619,Dissemination area,59090619,59090619,,"Population, 2021",52
2021A00055909812,5909812,Census subdivision,"Schkam 2, Indian reserve (IRI)",Schkam 2,Indian reserve (IRI),"Population, 2021",62
2021S051259090640,59090640,Dissemination area,59090640,59090640,,"Population, 2021",62
2021A00055909814,5909814,Census subdivision,"Skawahlook 1, Indian reserve (IRI)",Skawahlook 1,Indian reserve (IRI),"Population, 2021",10
2021S051259090624,59090624,Dissemination area,59090624,59090624,,"Population, 2021",10
2021A00055909815,5909815,Census subdivision,"Speyum 3, Indian reserve (IRI)",Speyum 3,Indian reserve (IRI),"Population, 2021",0
2021S051259090775,59090775,Dissemination area,59090775,59090775,,"Population, 2021",0
2021A00055909816,5909816,Census subdivision,"Spuzzum 1, Indian reserve (IRI)",Spuzzum 1,Indian reserve (IRI),"Population, 2021",55
2021S051259090632,59090632,Dissemination area,59090632,59090632,,"Population, 2021",55
2021A00055909817,5909817,Census subdivision,"Tuckkwiowhum 1, Indian reserve (IRI)",Tuckkwiowhum 1,Indian reserve (IRI),"Population, 2021",31
2021S051259090780,59090780,Dissemination area,59090780,59090780,,"Population, 2021",31
2021A00055909818,5909818,Census subdivision,"Yale Town 1, Indian reserve (IRI)",Yale Town 1,Indian reserve (IRI),"Population, 2021",5
2021S051259090629,59090629,Dissemination area,59090629,59090629,,"Population, 2021",5
2021A00055909819,5909819,Census subdivision,"Kahmoose 4, Indian reserve (IRI)",Kahmoose 4,Indian reserve (IRI),"Population, 2021",5
2021S051259090774,59090774,Dissemination area,59090774,59090774,,"Population, 2021",5
2021A00055909821,5909821,Census subdivision,"Kwawkwawapilt 6, Indian reserve (IRI)",Kwawkwawapilt 6,Indian reserve (IRI),"Population, 2021",295
2021S051259090872,59090872,Dissemination area,59090872,59090872,,"Population, 2021",295
2021S051259090873,59090873,Dissemination area,59090873,59090873,,"Population, 2021",0
2021A00055909824,5909824,Census subdivision,"Skwah 4, Indian reserve (IRI)",Skwah 4,Indian reserve (IRI),"Population, 2021",245
2021S051259090591,59090591,Dissemination area,59090591,59090591,,"Population, 2021",245
2021A00055909825,5909825,Census subdivision,"Skwali 3, Indian reserve (IRI)",Skwali 3,Indian reserve (IRI),"Population, 2021",0
2021S051259090590,59090590,Dissemination area,59090590,59090590,,"Population, 2021",0
2021A00055909826,5909826,Census subdivision,"Skway 5, Indian reserve (IRI)",Skway 5,Indian reserve (IRI),"Population, 2021",89
2021S051259090528,59090528,Dissemination area,59090528,59090528,,"Population, 2021",89
2021A00055909827,5909827,Census subdivision,"Soowahlie 14, Indian reserve (IRI)",Soowahlie 14,Indian reserve (IRI),"Population, 2021",255
2021S051259090731,59090731,Dissemination area,59090731,59090731,,"Population, 2021",255
2021A00055909830,5909830,Census subdivision,"Tzeachten 13, Indian reserve (IRI)",Tzeachten 13,Indian reserve (IRI),"Population, 2021",3089
2021S051259090833,59090833,Dissemination area,59090833,59090833,,"Population, 2021",1207
2021S051259090834,59090834,Dissemination area,59090834,59090834,,"Population, 2021",553
2021S051259090870,59090870,Dissemination area,59090870,59090870,,"Population, 2021",1188
2021S051259090871,59090871,Dissemination area,59090871,59090871,,"Population, 2021",141
2021A00055909831,5909831,Census subdivision,"Yakweakwioose 12, Indian reserve (IRI)",Yakweakwioose 12,Indian reserve (IRI),"Population, 2021",49
2021S051259090699,59090699,Dissemination area,59090699,59090699,,"Population, 2021",49
2021A00055909832,5909832,Census subdivision,"Seabird Island, Indian reserve (IRI)",Seabird Island,Indian reserve (IRI),"Population, 2021",800
2021S051259090611,59090611,Dissemination area,59090611,59090611,,"Population, 2021",800
2021A00055909833,5909833,Census subdivision,"Scowlitz 1, Indian reserve (IRI)",Scowlitz 1,Indian reserve (IRI),"Population, 2021",5
2021S051259090618,59090618,Dissemination area,59090618,59090618,,"Population, 2021",5
2021A00055909834,5909834,Census subdivision,"Tseatah 2, Indian reserve (IRI)",Tseatah 2,Indian reserve (IRI),"Population, 2021",15
2021S051259090604,59090604,Dissemination area,59090604,59090604,,"Population, 2021",15
2021A00055909835,5909835,Census subdivision,"Aitchelitch 9, Indian reserve (IRI)",Aitchelitch 9,Indian reserve (IRI),"Population, 2021",45
2021S051259090706,59090706,Dissemination area,59090706,59090706,,"Population, 2021",45
2021A00055909836,5909836,Census subdivision,"Boston Bar 1A, Indian reserve (IRI)",Boston Bar 1A,Indian reserve (IRI),"Population, 2021",0
2021S051259090781,59090781,Dissemination area,59090781,59090781,,"Population, 2021",0
2021A00055909837,5909837,Census subdivision,"Cheam 1, Indian reserve (IRI)",Cheam 1,Indian reserve (IRI),"Population, 2021",207
2021S051259090599,59090599,Dissemination area,59090599,59090599,,"Population, 2021",207
2021A00055909838,5909838,Census subdivision,"Schelowat 1, Indian reserve (IRI)",Schelowat 1,Indian reserve (IRI),"Population, 2021",5
2021S051259090595,59090595,Dissemination area,59090595,59090595,,"Population, 2021",5
2021A00055909839,5909839,Census subdivision,"Chehalis 5, Indian reserve (IRI)",Chehalis 5,Indian reserve (IRI),"Population, 2021",500
2021S051259090451,59090451,Dissemination area,59090451,59090451,,"Population, 2021",500
2021A00055909841,5909841,Census subdivision,"Stullawheets 8, Indian reserve (IRI)",Stullawheets 8,Indian reserve (IRI),"Population, 2021",76
2021S051259090627,59090627,Dissemination area,59090627,59090627,,"Population, 2021",76
2021A00055909842,5909842,Census subdivision,"Douglas 8, Indian reserve (IRI)",Douglas 8,Indian reserve (IRI),"Population, 2021",66
2021S051259090456,59090456,Dissemination area,59090456,59090456,,"Population, 2021",66
2021A00055909843,5909843,Census subdivision,"Peters 1, Indian reserve (IRI)",Peters 1,Indian reserve (IRI),"Population, 2021",
2021S051259090634,59090634,Dissemination area,59090634,59090634,,"Population, 2021",
2021S051259090635,59090635,Dissemination area,59090635,59090635,,"Population, 2021",
2021A00055909844,5909844,Census subdivision,"Popkum 1, Indian reserve (IRI)",Popkum 1,Indian reserve (IRI),"Population, 2021",0
2021S051259090602,59090602,Dissemination area,59090602,59090602,,"Population, 2021",0
2021A00055909845,5909845,Census subdivision,"Skookumchuck 4, Indian reserve (IRI)",Skookumchuck 4,Indian reserve (IRI),"Population, 2021",30
2021S051259090453,59090453,Dissemination area,59090453,59090453,,"Population, 2021",30
2021A00055909847,5909847,Census subdivision,"Bucktum 4, Indian reserve (IRI)",Bucktum 4,Indian reserve (IRI),"Population, 2021",5
2021S051259090772,59090772,Dissemination area,59090772,59090772,,"Population, 2021",5
2021A00055909848,5909848,Census subdivision,"Tipella 7, Indian reserve (IRI)",Tipella 7,Indian reserve (IRI),"Population, 2021",0
2021S051259090457,59090457,Dissemination area,59090457,59090457,,"Population, 2021",0
2021A00055909850,5909850,Census subdivision,"Boothroyd 13, Indian reserve (IRI)",Boothroyd 13,Indian reserve (IRI),"Population, 2021",0
2021S051259090811,59090811,Dissemination area,59090811,59090811,,"Population, 2021",0
2021A00055909851,5909851,Census subdivision,"Ruby Creek 2, Indian reserve (IRI)",Ruby Creek 2,Indian reserve (IRI),"Population, 2021",19
2021S051259090620,59090620,Dissemination area,59090620,59090620,,"Population, 2021",19
2021A00055909852,5909852,Census subdivision,"Paqulh, Indian reserve (IRI)",Paqulh,Indian reserve (IRI),"Population, 2021",0
2021S051259090449,59090449,Dissemination area,59090449,59090449,,"Population, 2021",0
2021A00055909856,5909856,Census subdivision,"Langley 2, Indian reserve (IRI)",Langley 2,Indian reserve (IRI),"Population, 2021",332
2021S051259090969,59090969,Dissemination area,59090969,59090969,,"Population, 2021",332
2021A00055909875,5909875,Census subdivision,"Q'alatkú7em, Indian reserve (IRI)",Q'alatkú7em,Indian reserve (IRI),"Population, 2021",50
2021S051259090460,59090460,Dissemination area,59090460,59090460,,"Population, 2021",50
2021A00055909876,5909876,Census subdivision,"Albert Flat 5, Indian reserve (IRI)",Albert Flat 5,Indian reserve (IRI),"Population, 2021",41
2021S051259090633,59090633,Dissemination area,59090633,59090633,,"Population, 2021",41
2021A00055909877,5909877,Census subdivision,"Upper Sumas 6, Indian reserve (IRI)",Upper Sumas 6,Indian reserve (IRI),"Population, 2021",232
2021S051259090722,59090722,Dissemination area,59090722,59090722,,"Population, 2021",232
2021A00055909878,5909878,Census subdivision,"Matsqui Main 2, Indian reserve (IRI)",Matsqui Main 2,Indian reserve (IRI),"Population, 2021",119
2021S051259090739,59090739,Dissemination area,59090739,59090739,,"Population, 2021",119
2021A00055909879,5909879,Census subdivision,"Holachten 8, Indian reserve (IRI)",Holachten 8,Indian reserve (IRI),"Population, 2021",330
2021S051259090525,59090525,Dissemination area,59090525,59090525,,"Population, 2021",330
2021A00055909880,5909880,Census subdivision,"Lakahahmen 11, Indian reserve (IRI)",Lakahahmen 11,Indian reserve (IRI),"Population, 2021",170
2021S051259090980,59090980,Dissemination area,59090980,59090980,,"Population, 2021",170
2021A00055909881,5909881,Census subdivision,"Skweahm 10, Indian reserve (IRI)",Skweahm 10,Indian reserve (IRI),"Population, 2021",228
2021S051259090523,59090523,Dissemination area,59090523,59090523,,"Population, 2021",228
2021A00055909882,5909882,Census subdivision,"Squawkum Creek 3, Indian reserve (IRI)",Squawkum Creek 3,Indian reserve (IRI),"Population, 2021",130
2021S051259090452,59090452,Dissemination area,59090452,59090452,,"Population, 2021",130
2021A00055909883,5909883,Census subdivision,"Sachteen, Indian reserve (IRI)",Sachteen,Indian reserve (IRI),"Population, 2021",5
2021S051259090454,59090454,Dissemination area,59090454,59090454,,"Population, 2021",5
2021S051259090455,59090455,Dissemination area,59090455,59090455,,"Population, 2021",0
2021A00055909884,5909884,Census subdivision,"Skowkale, Indian reserve (IRI)",Skowkale,Indian reserve (IRI),"Population, 2021",983
2021S051259090700,59090700,Dissemination area,59090700,59090700,,"Population, 2021",777
2021S051259090701,59090701,Dissemination area,59090701,59090701,,"Population, 2021",206
2021A00055909885,5909885,Census subdivision,"Squiaala, Indian reserve (IRI)",Squiaala,Indian reserve (IRI),"Population, 2021",158
2021S051259090527,59090527,Dissemination area,59090527,59090527,,"Population, 2021",33
2021S051259090705,59090705,Dissemination area,59090705,59090705,,"Population, 2021",125
2021A00035915,5915,Census division,"Greater Vancouver, Regional district (RD)",Greater Vancouver,Regional district (RD),"Population, 2021",2642825
2021A00055915001,5915001,Census subdivision,"Langley, District municipality (DM)",Langley,District municipality (DM),"Population, 2021",132603
2021S051259152360,59152360,Dissemination area,59152360,59152360,,"Population, 2021",457
2021S051259152361,59152361,Dissemination area,59152361,59152361,,"Population, 2021",424
2021S051259152362,59152362,Dissemination area,59152362,59152362,,"Population, 2021",496
2021S051259152363,59152363,Dissemination area,59152363,59152363,,"Population, 2021",460
2021S051259152364,59152364,Dissemination area,59152364,59152364,,"Population, 2021",444
2021S051259152365,59152365,Dissemination area,59152365,59152365,,"Population, 2021",565
2021S051259152366,59152366,Dissemination area,59152366,59152366,,"Population, 2021",578
2021S051259152367,59152367,Dissemination area,59152367,59152367,,"Population, 2021",511
2021S051259152368,59152368,Dissemination area,59152368,59152368,,"Population, 2021",495
2021S051259152369,59152369,Dissemination area,59152369,59152369,,"Population, 2021",1023
2021S051259152370,59152370,Dissemination area,59152370,59152370,,"Population, 2021",1070
2021S051259152371,59152371,Dissemination area,59152371,59152371,,"Population, 2021",330
2021S051259152372,59152372,Dissemination area,59152372,59152372,,"Population, 2021",925
2021S051259152373,59152373,Dissemination area,59152373,59152373,,"Population, 2021",317
2021S051259152374,59152374,Dissemination area,59152374,59152374,,"Population, 2021",648
2021S051259152375,59152375,Dissemination area,59152375,59152375,,"Population, 2021",586
2021S051259152377,59152377,Dissemination area,59152377,59152377,,"Population, 2021",1991
2021S051259152380,59152380,Dissemination area,59152380,59152380,,"Population, 2021",331
2021S051259152381,59152381,Dissemination area,59152381,59152381,,"Population, 2021",599
2021S051259152395,59152395,Dissemination area,59152395,59152395,,"Population, 2021",1503
2021S051259152396,59152396,Dissemination area,59152396,59152396,,"Population, 2021",656
2021S051259152397,59152397,Dissemination area,59152397,59152397,,"Population, 2021",592
2021S051259152398,59152398,Dissemination area,59152398,59152398,,"Population, 2021",326
2021S051259152399,59152399,Dissemination area,59152399,59152399,,"Population, 2021",405
2021S051259152403,59152403,Dissemination area,59152403,59152403,,"Population, 2021",799
2021S051259152407,59152407,Dissemination area,59152407,59152407,,"Population, 2021",1016
2021S051259152408,59152408,Dissemination area,59152408,59152408,,"Population, 2021",359
2021S051259152409,59152409,Dissemination area,59152409,59152409,,"Population, 2021",440
2021S051259152410,59152410,Dissemination area,59152410,59152410,,"Population, 2021",528
2021S051259152411,59152411,Dissemination area,59152411,59152411,,"Population, 2021",389
2021S051259152414,59152414,Dissemination area,59152414,59152414,,"Population, 2021",1800
2021S051259152415,59152415,Dissemination area,59152415,59152415,,"Population, 2021",441
2021S051259152416,59152416,Dissemination area,59152416,59152416,,"Population, 2021",246
2021S051259152417,59152417,Dissemination area,59152417,59152417,,"Population, 2021",655
2021S051259152418,59152418,Dissemination area,59152418,59152418,,"Population, 2021",1844
2021S051259152419,59152419,Dissemination area,59152419,59152419,,"Population, 2021",344
2021S051259152420,59152420,Dissemination area,59152420,59152420,,"Population, 2021",544
2021S051259152421,59152421,Dissemination area,59152421,59152421,,"Population, 2021",506
2021S051259152422,59152422,Dissemination area,59152422,59152422,,"Population, 2021",459
2021S051259152423,59152423,Dissemination area,59152423,59152423,,"Population, 2021",719
2021S051259152424,59152424,Dissemination area,59152424,59152424,,"Population, 2021",1024
2021S051259152425,59152425,Dissemination area,59152425,59152425,,"Population, 2021",960
2021S051259152431,59152431,Dissemination area,59152431,59152431,,"Population, 2021",718
2021S051259152432,59152432,Dissemination area,59152432,59152432,,"Population, 2021",1091
2021S051259152434,59152434,Dissemination area,59152434,59152434,,"Population, 2021",712
2021S051259152491,59152491,Dissemination area,59152491,59152491,,"Population, 2021",705
2021S051259152492,59152492,Dissemination area,59152492,59152492,,"Population, 2021",371
2021S051259152494,59152494,Dissemination area,59152494,59152494,,"Population, 2021",626
2021S051259152495,59152495,Dissemination area,59152495,59152495,,"Population, 2021",406
2021S051259152496,59152496,Dissemination area,59152496,59152496,,"Population, 2021",741
2021S051259152497,59152497,Dissemination area,59152497,59152497,,"Population, 2021",1083
2021S051259152498,59152498,Dissemination area,59152498,59152498,,"Population, 2021",425
2021S051259152499,59152499,Dissemination area,59152499,59152499,,"Population, 2021",715
2021S051259152500,59152500,Dissemination area,59152500,59152500,,"Population, 2021",664
2021S051259152501,59152501,Dissemination area,59152501,59152501,,"Population, 2021",803
2021S051259152502,59152502,Dissemination area,59152502,59152502,,"Population, 2021",996
2021S051259152507,59152507,Dissemination area,59152507,59152507,,"Population, 2021",559
2021S051259152510,59152510,Dissemination area,59152510,59152510,,"Population, 2021",429
2021S051259152511,59152511,Dissemination area,59152511,59152511,,"Population, 2021",434
2021S051259152512,59152512,Dissemination area,59152512,59152512,,"Population, 2021",636
2021S051259152514,59152514,Dissemination area,59152514,59152514,,"Population, 2021",461
2021S051259152515,59152515,Dissemination area,59152515,59152515,,"Population, 2021",788
2021S051259152516,59152516,Dissemination area,59152516,59152516,,"Population, 2021",444
2021S051259152517,59152517,Dissemination area,59152517,59152517,,"Population, 2021",585
2021S051259152518,59152518,Dissemination area,59152518,59152518,,"Population, 2021",448
2021S051259152519,59152519,Dissemination area,59152519,59152519,,"Population, 2021",421
2021S051259152520,59152520,Dissemination area,59152520,59152520,,"Population, 2021",827
2021S051259152523,59152523,Dissemination area,59152523,59152523,,"Population, 2021",1162
2021S051259152524,59152524,Dissemination area,59152524,59152524,,"Population, 2021",1200
2021S051259152531,59152531,Dissemination area,59152531,59152531,,"Population, 2021",942
2021S051259152559,59152559,Dissemination area,59152559,59152559,,"Population, 2021",521
2021S051259152560,59152560,Dissemination area,59152560,59152560,,"Population, 2021",589
2021S051259152561,59152561,Dissemination area,59152561,59152561,,"Population, 2021",412
2021S051259152562,59152562,Dissemination area,59152562,59152562,,"Population, 2021",518
2021S051259152563,59152563,Dissemination area,59152563,59152563,,"Population, 2021",389
2021S051259152564,59152564,Dissemination area,59152564,59152564,,"Population, 2021",473
2021S051259152566,59152566,Dissemination area,59152566,59152566,,"Population, 2021",578
2021S051259152567,59152567,Dissemination area,59152567,59152567,,"Population, 2021",477
2021S051259152568,59152568,Dissemination area,59152568,59152568,,"Population, 2021",309
2021S051259152569,59152569,Dissemination area,59152569,59152569,,"Population, 2021",481
2021S051259152570,59152570,Dissemination area,59152570,59152570,,"Population, 2021",483
