dguid,alt_geo_code,geo_level,geo_name_full,geo_name,geo_kind,characteristic,population
2021S051259152884,59152884,Dissemination area,59152884,59152884,,"Population, 2021",711
2021S051259152890,59152890,Dissemination area,59152890,59152890,,"Population, 2021",630
2021S051259152891,59152891,Dissemination area,59152891,59152891,,"Population, 2021",823
2021S051259152892,59152892,Dissemination area,59152892,59152892,,"Population, 2021",621
2021S051259152893,59152893,Dissemination area,59152893,59152893,,"Population, 2021",620
2021S051259152894,59152894,Dissemination area,59152894,59152894,,"Population, 2021",497
2021S051259152895,59152895,Dissemination area,59152895,59152895,,"Population, 2021",1561
2021S051259152896,59152896,Dissemination area,59152896,59152896,,"Population, 2021",653
2021S051259152897,59152897,Dissemination area,59152897,59152897,,"Population, 2021",1060
2021S051259152898,59152898,Dissemination area,59152898,59152898,,"Population, 2021",954
2021S051259152899,59152899,Dissemination area,59152899,59152899,,"Population, 2021",527
2021S051259152900,59152900,Dissemination area,59152900,59152900,,"Population, 2021",414
2021S051259152901,59152901,Dissemination area,59152901,59152901,,"Population, 2021",433
2021S051259152902,59152902,Dissemination area,59152902,59152902,,"Population, 2021",722
2021S051259152903,59152903,Dissemination area,59152903,59152903,,"Population, 2021",558
2021S051259152904,59152904,Dissemination area,59152904,59152904,,"Population, 2021",465
2021S051259152905,59152905,Dissemination area,59152905,59152905,,"Population, 2021",598
2021S051259152906,59152906,Dissemination area,59152906,59152906,,"Population, 2021",803
2021S051259152907,59152907,Dissemination area,59152907,59152907,,"Population, 2021",487
2021S051259152908,59152908,Dissemination area,59152908,59152908,,"Population, 2021",986
2021S051259152909,59152909,Dissemination area,59152909,59152909,,"Population, 2021",560
2021S051259152910,59152910,Dissemination area,59152910,59152910,,"Population, 2021",550
2021S051259152911,59152911,Dissemination area,59152911,59152911,,"Population, 2021",1034
2021S051259152912,59152912,Dissemination area,59152912,59152912,,"Population, 2021",366
2021S051259152913,59152913,Dissemination area,59152913,59152913,,"Population, 2021",750
2021S051259152914,59152914,Dissemination area,59152914,59152914,,"Population, 2021",442
2021S051259152915,59152915,Dissemination area,59152915,59152915,,"Population, 2021",492
2021S051259152916,59152916,Dissemination area,59152916,59152916,,"Population, 2021",470
2021S051259152917,59152917,Dissemination area,59152917,59152917,,"Population, 2021",509
2021S051259152918,59152918,Dissemination area,59152918,59152918,,"Population, 2021",1046
2021S051259152919,59152919,Dissemination area,59152919,59152919,,"Population, 2021",738
2021S051259152920,59152920,Dissemination area,59152920,59152920,,"Population, 2021",952
2021S051259152926,59152926,Dissemination area,59152926,59152926,,"Population, 2021",481
2021S051259152927,59152927,Dissemination area,59152927,59152927,,"Population, 2021",493
2021S051259152928,59152928,Dissemination area,59152928,59152928,,"Population, 2021",857
2021S051259152961,59152961,Dissemination area,59152961,59152961,,"Population, 2021",1549
2021S051259153069,59153069,Dissemination area,59153069,59153069,,"Population, 2021",925
2021S051259153070,59153070,Dissemination area,59153070,59153070,,"Population, 2021",429
2021S051259153071,59153071,Dissemination area,59153071,59153071,,"Population, 2021",587
2021S051259153072,59153072,Dissemination area,59153072,59153072,,"Population, 2021",977
2021S051259153073,59153073,Dissemination area,59153073,59153073,,"Population, 2021",916
2021S051259153074,59153074,Dissemination area,59153074,59153074,,"Population, 2021",668
2021S051259153309,59153309,Dissemination area,59153309,59153309,,"Population, 2021",767
2021S051259153310,59153310,Dissemination area,59153310,59153310,,"Population, 2021",476
2021S051259153311,59153311,Dissemination area,59153311,59153311,,"Population, 2021",600
2021S051259153312,59153312,Dissemination area,59153312,59153312,,"Population, 2021",587
2021S051259153313,59153313,Dissemination area,59153313,59153313,,"Population, 2021",671
2021S051259153314,59153314,Dissemination area,59153314,59153314,,"Population, 2021",654
2021S051259153315,59153315,Dissemination area,59153315,59153315,,"Population, 2021",528
2021S051259153316,59153316,Dissemination area,59153316,59153316,,"Population, 2021",547
2021S051259153317,59153317,Dissemination area,59153317,59153317,,"Population, 2021",651
2021S051259153318,59153318,Dissemination area,59153318,59153318,,"Population, 2021",419
2021S051259153319,59153319,Dissemination area,59153319,59153319,,"Population, 2021",522
2021S051259153320,59153320,Dissemination area,59153320,59153320,,"Population, 2021",501
2021S051259153321,59153321,Dissemination area,59153321,59153321,,"Population, 2021",492
2021S051259153322,59153322,Dissemination area,59153322,59153322,,"Population, 2021",381
2021S051259153323,59153323,Dissemination area,59153323,59153323,,"Population, 2021",371
2021S051259153324,59153324,Dissemination area,59153324,59153324,,"Population, 2021",515
2021S051259153325,59153325,Dissemination area,59153325,59153325,,"Population, 2021",404
2021S051259153326,59153326,Dissemination area,59153326,59153326,,"Population, 2021",495
2021S051259153353,59153353,Dissemination area,59153353,59153353,,"Population, 2021",2110
2021S051259153354,59153354,Dissemination area,59153354,59153354,,"Population, 2021",995
2021S051259153355,59153355,Dissemination area,59153355,59153355,,"Population, 2021",1859
2021S051259153378,59153378,Dissemination area,59153378,59153378,,"Population, 2021",1545
2021S051259153381,59153381,Dissemination area,59153381,59153381,,"Population, 2021",4022
2021S051259153382,59153382,Dissemination area,59153382,59153382,,"Population, 2021",1517
2021S051259153383,59153383,Dissemination area,59153383,59153383,,"Population, 2021",1226
2021S051259153385,59153385,Dissemination area,59153385,59153385,,"Population, 2021",1361
2021S051259153493,59153493,Dissemination area,59153493,59153493,,"Population, 2021",428
2021S051259153494,59153494,Dissemination area,59153494,59153494,,"Population, 2021",634
2021S051259153495,59153495,Dissemination area,59153495,59153495,,"Population, 2021",954
2021S051259153496,59153496,Dissemination area,59153496,59153496,,"Population, 2021",587
2021S051259153497,59153497,Dissemination area,59153497,59153497,,"Population, 2021",491
2021S051259153555,59153555,Dissemination area,59153555,59153555,,"Population, 2021",1282
2021S051259153556,59153556,Dissemination area,59153556,59153556,,"Population, 2021",939
2021S051259153633,59153633,Dissemination area,59153633,59153633,,"Population, 2021",803
2021S051259153634,59153634,Dissemination area,59153634,59153634,,"Population, 2021",649
2021S051259153635,59153635,Dissemination area,59153635,59153635,,"Population, 2021",398
2021S051259153636,59153636,Dissemination area,59153636,59153636,,"Population, 2021",598
2021S051259153637,59153637,Dissemination area,59153637,59153637,,"Population, 2021",499
2021S051259153638,59153638,Dissemination area,59153638,59153638,,"Population, 2021",507
2021S051259153639,59153639,Dissemination area,59153639,59153639,,"Population, 2021",615
2021S051259153640,59153640,Dissemination area,59153640,59153640,,"Population, 2021",498
2021S051259153641,59153641,Dissemination area,59153641,59153641,,"Population, 2021",490
2021S051259153642,59153642,Dissemination area,59153642,59153642,,"Population, 2021",605
2021S051259153643,59153643,Dissemination area,59153643,59153643,,"Population, 2021",932
2021S051259153644,59153644,Dissemination area,59153644,59153644,,"Population, 2021",1728
2021S051259153645,59153645,Dissemination area,59153645,59153645,,"Population, 2021",3526
2021S051259153646,59153646,Dissemination area,59153646,59153646,,"Population, 2021",660
2021S051259153647,59153647,Dissemination area,59153647,59153647,,"Population, 2021",481
2021S051259153648,59153648,Dissemination area,59153648,59153648,,"Population, 2021",950
2021S051259153649,59153649,Dissemination area,59153649,59153649,,"Population, 2021",734
2021S051259153650,59153650,Dissemination area,59153650,59153650,,"Population, 2021",454
2021S051259153651,59153651,Dissemination area,59153651,59153651,,"Population, 2021",528
2021S051259153652,59153652,Dissemination area,59153652,59153652,,"Population, 2021",605
2021S051259153653,59153653,Dissemination area,59153653,59153653,,"Population, 2021",1772
2021S051259153654,59153654,Dissemination area,59153654,59153654,,"Population, 2021",1026
2021S051259153655,59153655,Dissemination area,59153655,59153655,,"Population, 2021",2393
2021S051259153656,59153656,Dissemination area,59153656,59153656,,"Population, 2021",581
2021S051259153693,59153693,Dissemination area,59153693,59153693,,"Population, 2021",443
2021S051259153694,59153694,Dissemination area,59153694,59153694,,"Population, 2021",473
2021S051259153695,59153695,Dissemination area,59153695,59153695,,"Population, 2021",5043
2021S051259153696,59153696,Dissemination area,59153696,59153696,,"Population, 2021",849
2021S051259153697,59153697,Dissemination area,59153697,59153697,,"Population, 2021",1895
2021S051259153698,59153698,Dissemination area,59153698,59153698,,"Population, 2021",597
2021S051259153699,59153699,Dissemination area,59153699,59153699,,"Population, 2021",493
2021S051259153700,59153700,Dissemination area,59153700,59153700,,"Population, 2021",371
2021S051259154029,59154029,Dissemination area,59154029,59154029,,"Population, 2021",511
2021S051259154030,59154030,Dissemination area,59154030,59154030,,"Population, 2021",648
2021S051259154031,59154031,Dissemination area,59154031,59154031,,"Population, 2021",3843
2021S051259154032,59154032,Dissemination area,59154032,59154032,,"Population, 2021",3978
2021A00055915029,5915029,Census subdivision,"New Westminster, City (CY)",New Westminster,City (CY),"Population, 2021",78916
2021S051259152819,59152819,Dissemination area,59152819,59152819,,"Population, 2021",2249
2021S051259152820,59152820,Dissemination area,59152820,59152820,,"Population, 2021",1019
2021S051259152821,59152821,Dissemination area,59152821,59152821,,"Population, 2021",518
2021S051259152822,59152822,Dissemination area,59152822,59152822,,"Population, 2021",757
2021S051259152832,59152832,Dissemination area,59152832,59152832,,"Population, 2021",1973
2021S051259152833,59152833,Dissemination area,59152833,59152833,,"Population, 2021",1178
2021S051259152834,59152834,Dissemination area,59152834,59152834,,"Population, 2021",608
2021S051259152835,59152835,Dissemination area,59152835,59152835,,"Population, 2021",999
2021S051259152836,59152836,Dissemination area,59152836,59152836,,"Population, 2021",710
2021S051259152837,59152837,Dissemination area,59152837,59152837,,"Population, 2021",852
2021S051259152838,59152838,Dissemination area,59152838,59152838,,"Population, 2021",714
2021S051259152839,59152839,Dissemination area,59152839,59152839,,"Population, 2021",648
2021S051259152840,59152840,Dissemination area,59152840,59152840,,"Population, 2021",374
2021S051259152841,59152841,Dissemination area,59152841,59152841,,"Population, 2021",600
2021S051259152842,59152842,Dissemination area,59152842,59152842,,"Population, 2021",848
2021S051259152843,59152843,Dissemination area,59152843,59152843,,"Population, 2021",494
2021S051259152844,59152844,Dissemination area,59152844,59152844,,"Population, 2021",503
2021S051259152845,59152845,Dissemination area,59152845,59152845,,"Population, 2021",451
2021S051259152846,59152846,Dissemination area,59152846,59152846,,"Population, 2021",687
2021S051259152848,59152848,Dissemination area,59152848,59152848,,"Population, 2021",987
2021S051259152849,59152849,Dissemination area,59152849,59152849,,"Population, 2021",652
2021S051259152850,59152850,Dissemination area,59152850,59152850,,"Population, 2021",720
2021S051259152851,59152851,Dissemination area,59152851,59152851,,"Population, 2021",644
2021S051259152852,59152852,Dissemination area,59152852,59152852,,"Population, 2021",535
2021S051259152853,59152853,Dissemination area,59152853,59152853,,"Population, 2021",1118
2021S051259152854,59152854,Dissemination area,59152854,59152854,,"Population, 2021",840
2021S051259152855,59152855,Dissemination area,59152855,59152855,,"Population, 2021",473
2021S051259152856,59152856,Dissemination area,59152856,59152856,,"Population, 2021",366
2021S051259152857,59152857,Dissemination area,59152857,59152857,,"Population, 2021",446
2021S051259152858,59152858,Dissemination area,59152858,59152858,,"Population, 2021",627
2021S051259152859,59152859,Dissemination area,59152859,59152859,,"Population, 2021",720
2021S051259152860,59152860,Dissemination area,59152860,59152860,,"Population, 2021",1004
2021S051259152861,59152861,Dissemination area,59152861,59152861,,"Population, 2021",608
2021S051259152862,59152862,Dissemination area,59152862,59152862,,"Population, 2021",472
2021S051259152863,59152863,Dissemination area,59152863,59152863,,"Population, 2021",452
2021S051259152867,59152867,Dissemination area,59152867,59152867,,"Population, 2021",488
2021S051259152869,59152869,Dissemination area,59152869,59152869,,"Population, 2021",526
2021S051259152870,59152870,Dissemination area,59152870,59152870,,"Population, 2021",425
2021S051259152871,59152871,Dissemination area,59152871,59152871,,"Population, 2021",397
2021S051259152872,59152872,Dissemination area,59152872,59152872,,"Population, 2021",677
2021S051259152873,59152873,Dissemination area,59152873,59152873,,"Population, 2021",585
2021S051259152874,59152874,Dissemination area,59152874,59152874,,"Population, 2021",834
2021S051259152875,59152875,Dissemination area,59152875,59152875,,"Population, 2021",470
2021S051259152876,59152876,Dissemination area,59152876,59152876,,"Population, 2021",1089
2021S051259152877,59152877,Dissemination area,59152877,59152877,,"Population, 2021",438
2021S051259152878,59152878,Dissemination area,59152878,59152878,,"Population, 2021",1649
2021S051259152879,59152879,Dissemination area,59152879,59152879,,"Population, 2021",631
2021S051259152885,59152885,Dissemination area,59152885,59152885,,"Population, 2021",602
2021S051259152886,59152886,Dissemination area,59152886,59152886,,"Population, 2021",643
2021S051259152887,59152887,Dissemination area,59152887,59152887,,"Population, 2021",1037
2021S051259152888,59152888,Dissemination area,59152888,59152888,,"Population, 2021",285
2021S051259152889,59152889,Dissemination area,59152889,59152889,,"Population, 2021",442
2021S051259152921,59152921,Dissemination area,59152921,59152921,,"Population, 2021",498
2021S051259152922,59152922,Dissemination area,59152922,59152922,,"Population, 2021",351
2021S051259152923,59152923,Dissemination area,59152923,59152923,,"Population, 2021",444
2021S051259152924,59152924,Dissemination area,59152924,59152924,,"Population, 2021",450
2021S051259152925,59152925,Dissemination area,59152925,59152925,,"Population, 2021",514
2021S051259152929,59152929,Dissemination area,59152929,59152929,,"Population, 2021",630
2021S051259152930,59152930,Dissemination area,59152930,59152930,,"Population, 2021",649
2021S051259152931,59152931,Dissemination area,59152931,59152931,,"Population, 2021",562
2021S051259152932,59152932,Dissemination area,59152932,59152932,,"Population, 2021",558
2021S051259152933,59152933,Dissemination area,59152933,59152933,,"Population, 2021",689
2021S051259152934,59152934,Dissemination area,59152934,59152934,,"Population, 2021",505
2021S051259152935,59152935,Dissemination area,59152935,59152935,,"Population, 2021",622
2021S051259152936,59152936,Dissemination area,59152936,59152936,,"Population, 2021",634
2021S051259152947,59152947,Dissemination area,59152947,59152947,,"Population, 2021",692
2021S051259152948,59152948,Dissemination area,59152948,59152948,,"Population, 2021",585
2021S051259152949,59152949,Dissemination area,59152949,59152949,,"Population, 2021",988
2021S051259152950,59152950,Dissemination area,59152950,59152950,,"Population, 2021",578
2021S051259152951,59152951,Dissemination area,59152951,59152951,,"Population, 2021",323
2021S051259152953,59152953,Dissemination area,59152953,59152953,,"Population, 2021",1230
2021S051259152954,59152954,Dissemination area,59152954,59152954,,"Population, 2021",1340
2021S051259152955,59152955,Dissemination area,59152955,59152955,,"Population, 2021",977
2021S051259152956,59152956,Dissemination area,59152956,59152956,,"Population, 2021",439
2021S051259152957,59152957,Dissemination area,59152957,59152957,,"Population, 2021",594
2021S051259152958,59152958,Dissemination area,59152958,59152958,,"Population, 2021",1416
2021S051259152962,59152962,Dissemination area,59152962,59152962,,"Population, 2021",457
2021S051259152963,59152963,Dissemination area,59152963,59152963,,"Population, 2021",588
2021S051259153523,59153523,Dissemination area,59153523,59153523,,"Population, 2021",722
2021S051259153524,59153524,Dissemination area,59153524,59153524,,"Population, 2021",1956
2021S051259153657,59153657,Dissemination area,59153657,59153657,,"Population, 2021",3289
2021S051259153659,59153659,Dissemination area,59153659,59153659,,"Population, 2021",1040
2021S051259153661,59153661,Dissemination area,59153661,59153661,,"Population, 2021",839
2021S051259153662,59153662,Dissemination area,59153662,59153662,,"Population, 2021",3194
2021S051259154065,59154065,Dissemination area,59154065,59154065,,"Population, 2021",923
2021S051259154066,59154066,Dissemination area,59154066,59154066,,"Population, 2021",2839
2021S051259154069,59154069,Dissemination area,59154069,59154069,,"Population, 2021",5467
2021S051259154070,59154070,Dissemination area,59154070,59154070,,"Population, 2021",810
2021S051259154071,59154071,Dissemination area,59154071,59154071,,"Population, 2021",1488
2021S051259154073,59154073,Dissemination area,59154073,59154073,,"Population, 2021",61
2021S051259154075,59154075,Dissemination area,59154075,59154075,,"Population, 2021",911
2021A00055915034,5915034,Census subdivision,"Coquitlam, City (CY)",Coquitlam,City (CY),"Population, 2021",148625
2021S051259151520,59151520,Dissemination area,59151520,59151520,,"Population, 2021",732
2021S051259151521,59151521,Dissemination area,59151521,59151521,,"Population, 2021",938
2021S051259151522,59151522,Dissemination area,59151522,59151522,,"Population, 2021",413
2021S051259151523,59151523,Dissemination area,59151523,59151523,,"Population, 2021",432
2021S051259151524,59151524,Dissemination area,59151524,59151524,,"Population, 2021",1971
2021S051259151525,59151525,Dissemination area,59151525,59151525,,"Population, 2021",1577
2021S051259151529,59151529,Dissemination area,59151529,59151529,,"Population, 2021",308
2021S051259151531,59151531,Dissemination area,59151531,59151531,,"Population, 2021",680
2021S051259151532,59151532,Dissemination area,59151532,59151532,,"Population, 2021",586
2021S051259151534,59151534,Dissemination area,59151534,59151534,,"Population, 2021",434
2021S051259151535,59151535,Dissemination area,59151535,59151535,,"Population, 2021",444
2021S051259151536,59151536,Dissemination area,59151536,59151536,,"Population, 2021",940
2021S051259151537,59151537,Dissemination area,59151537,59151537,,"Population, 2021",480
2021S051259151538,59151538,Dissemination area,59151538,59151538,,"Population, 2021",738
2021S051259151539,59151539,Dissemination area,59151539,59151539,,"Population, 2021",598
2021S051259151540,59151540,Dissemination area,59151540,59151540,,"Population, 2021",543
2021S051259151541,59151541,Dissemination area,59151541,59151541,,"Population, 2021",249
2021S051259151542,59151542,Dissemination area,59151542,59151542,,"Population, 2021",778
2021S051259151543,59151543,Dissemination area,59151543,59151543,,"Population, 2021",718
2021S051259151544,59151544,Dissemination area,59151544,59151544,,"Population, 2021",473
2021S051259151545,59151545,Dissemination area,59151545,59151545,,"Population, 2021",846
2021S051259151547,59151547,Dissemination area,59151547,59151547,,"Population, 2021",657
2021S051259151553,59151553,Dissemination area,59151553,59151553,,"Population, 2021",703
2021S051259151554,59151554,Dissemination area,59151554,59151554,,"Population, 2021",639
2021S051259151555,59151555,Dissemination area,59151555,59151555,,"Population, 2021",780
2021S051259151556,59151556,Dissemination area,59151556,59151556,,"Population, 2021",503
2021S051259151557,59151557,Dissemination area,59151557,59151557,,"Population, 2021",552
2021S051259151558,59151558,Dissemination area,59151558,59151558,,"Population, 2021",420
2021S051259151559,59151559,Dissemination area,59151559,59151559,,"Population, 2021",933
2021S051259151560,59151560,Dissemination area,59151560,59151560,,"Population, 2021",472
2021S051259151561,59151561,Dissemination area,59151561,59151561,,"Population, 2021",615
2021S051259151562,59151562,Dissemination area,59151562,59151562,,"Population, 2021",466
2021S051259151563,59151563,Dissemination area,59151563,59151563,,"Population, 2021",584
2021S051259151564,59151564,Dissemination area,59151564,59151564,,"Population, 2021",503
2021S051259151565,59151565,Dissemination area,59151565,59151565,,"Population, 2021",829
2021S051259151566,59151566,Dissemination area,59151566,59151566,,"Population, 2021",1417
2021S051259151567,59151567,Dissemination area,59151567,59151567,,"Population, 2021",508
2021S051259151568,59151568,Dissemination area,59151568,59151568,,"Population, 2021",949
2021S051259151569,59151569,Dissemination area,59151569,59151569,,"Population, 2021",740
2021S051259151570,59151570,Dissemination area,59151570,59151570,,"Population, 2021",735
2021S051259151571,59151571,Dissemination area,59151571,59151571,,"Population, 2021",647
2021S051259151572,59151572,Dissemination area,59151572,59151572,,"Population, 2021",5
2021S051259151573,59151573,Dissemination area,59151573,59151573,,"Population, 2021",829
2021S051259151574,59151574,Dissemination area,59151574,59151574,,"Population, 2021",508
2021S051259151575,59151575,Dissemination area,59151575,59151575,,"Population, 2021",514
2021S051259151576,59151576,Dissemination area,59151576,59151576,,"Population, 2021",558
2021S051259151577,59151577,Dissemination area,59151577,59151577,,"Population, 2021",349
2021S051259151578,59151578,Dissemination area,59151578,59151578,,"Population, 2021",404
2021S051259151579,59151579,Dissemination area,59151579,59151579,,"Population, 2021",869
2021S051259151580,59151580,Dissemination area,59151580,59151580,,"Population, 2021",899
2021S051259151581,59151581,Dissemination area,59151581,59151581,,"Population, 2021",604
2021S051259151582,59151582,Dissemination area,59151582,59151582,,"Population, 2021",596
2021S051259151583,59151583,Dissemination area,59151583,59151583,,"Population, 2021",494
2021S051259151584,59151584,Dissemination area,59151584,59151584,,"Population, 2021",552
2021S051259151585,59151585,Dissemination area,59151585,59151585,,"Population, 2021",684
2021S051259151586,59151586,Dissemination area,59151586,59151586,,"Population, 2021",636
2021S051259151587,59151587,Dissemination area,59151587,59151587,,"Population, 2021",607
2021S051259151588,59151588,Dissemination area,59151588,59151588,,"Population, 2021",631
2021S051259151589,59151589,Dissemination area,59151589,59151589,,"Population, 2021",659
2021S051259151590,59151590,Dissemination area,59151590,59151590,,"Population, 2021",552
2021S051259151591,59151591,Dissemination area,59151591,59151591,,"Population, 2021",520
2021S051259151592,59151592,Dissemination area,59151592,59151592,,"Population, 2021",429
2021S051259151593,59151593,Dissemination area,59151593,59151593,,"Population, 2021",373
2021S051259151594,59151594,Dissemination area,59151594,59151594,,"Population, 2021",660
2021S051259151595,59151595,Dissemination area,59151595,59151595,,"Population, 2021",601
2021S051259151597,59151597,Dissemination area,59151597,59151597,,"Population, 2021",539
2021S051259151598,59151598,Dissemination area,59151598,59151598,,"Population, 2021",405
2021S051259151599,59151599,Dissemination area,59151599,59151599,,"Population, 2021",429
2021S051259151602,59151602,Dissemination area,59151602,59151602,,"Population, 2021",885
2021S051259151606,59151606,Dissemination area,59151606,59151606,,"Population, 2021",662
2021S051259151607,59151607,Dissemination area,59151607,59151607,,"Population, 2021",836
2021S051259151608,59151608,Dissemination area,59151608,59151608,,"Population, 2021",320
2021S051259151609,59151609,Dissemination area,59151609,59151609,,"Population, 2021",681
2021S051259151634,59151634,Dissemination area,59151634,59151634,,"Population, 2021",372
2021S051259151635,59151635,Dissemination area,59151635,59151635,,"Population, 2021",769
2021S051259151636,59151636,Dissemination area,59151636,59151636,,"Population, 2021",238
2021S051259151637,59151637,Dissemination area,59151637,59151637,,"Population, 2021",758
2021S051259151638,59151638,Dissemination area,59151638,59151638,,"Population, 2021",398
2021S051259151639,59151639,Dissemination area,59151639,59151639,,"Population, 2021",353
2021S051259151640,59151640,Dissemination area,59151640,59151640,,"Population, 2021",566
2021S051259151641,59151641,Dissemination area,59151641,59151641,,"Population, 2021",1095
2021S051259151642,59151642,Dissemination area,59151642,59151642,,"Population, 2021",629
2021S051259151643,59151643,Dissemination area,59151643,59151643,,"Population, 2021",621
2021S051259151644,59151644,Dissemination area,59151644,59151644,,"Population, 2021",301
2021S051259151645,59151645,Dissemination area,59151645,59151645,,"Population, 2021",523
2021S051259151646,59151646,Dissemination area,59151646,59151646,,"Population, 2021",397
2021S051259151647,59151647,Dissemination area,59151647,59151647,,"Population, 2021",835
2021S051259151648,59151648,Dissemination area,59151648,59151648,,"Population, 2021",584
2021S051259151649,59151649,Dissemination area,59151649,59151649,,"Population, 2021",810
2021S051259151650,59151650,Dissemination area,59151650,59151650,,"Population, 2021",985
2021S051259151651,59151651,Dissemination area,59151651,59151651,,"Population, 2021",2101
2021S051259151652,59151652,Dissemination area,59151652,59151652,,"Population, 2021",1243
2021S051259151653,59151653,Dissemination area,59151653,59151653,,"Population, 2021",846
2021S051259151654,59151654,Dissemination area,59151654,59151654,,"Population, 2021",284
2021S051259151655,59151655,Dissemination area,59151655,59151655,,"Population, 2021",463
2021S051259151658,59151658,Dissemination area,59151658,59151658,,"Population, 2021",398
2021S051259151659,59151659,Dissemination area,59151659,59151659,,"Population, 2021",469
2021S051259151660,59151660,Dissemination area,59151660,59151660,,"Population, 2021",489
2021S051259151661,59151661,Dissemination area,59151661,59151661,,"Population, 2021",318
2021S051259151663,59151663,Dissemination area,59151663,59151663,,"Population, 2021",400
2021S051259151664,59151664,Dissemination area,59151664,59151664,,"Population, 2021",520
2021S051259151665,59151665,Dissemination area,59151665,59151665,,"Population, 2021",424
2021S051259151666,59151666,Dissemination area,59151666,59151666,,"Population, 2021",562
2021S051259151713,59151713,Dissemination area,59151713,59151713,,"Population, 2021",343
2021S051259151714,59151714,Dissemination area,59151714,59151714,,"Population, 2021",3966
2021S051259151715,59151715,Dissemination area,59151715,59151715,,"Population, 2021",932
2021S051259151716,59151716,Dissemination area,59151716,59151716,,"Population, 2021",701
2021S051259151717,59151717,Dissemination area,59151717,59151717,,"Population, 2021",622
2021S051259151718,59151718,Dissemination area,59151718,59151718,,"Population, 2021",412
2021S051259151719,59151719,Dissemination area,59151719,59151719,,"Population, 2021",1719
2021S051259151720,59151720,Dissemination area,59151720,59151720,,"Population, 2021",1048
2021S051259151721,59151721,Dissemination area,59151721,59151721,,"Population, 2021",1119
2021S051259151723,59151723,Dissemination area,59151723,59151723,,"Population, 2021",393
2021S051259151724,59151724,Dissemination area,59151724,59151724,,"Population, 2021",517
2021S051259151726,59151726,Dissemination area,59151726,59151726,,"Population, 2021",501
2021S051259151727,59151727,Dissemination area,59151727,59151727,,"Population, 2021",623
2021S051259151728,59151728,Dissemination area,59151728,59151728,,"Population, 2021",465
2021S051259152972,59152972,Dissemination area,59152972,59152972,,"Population, 2021",393
2021S051259152973,59152973,Dissemination area,59152973,59152973,,"Population, 2021",796
2021S051259152974,59152974,Dissemination area,59152974,59152974,,"Population, 2021",529
2021S051259152975,59152975,Dissemination area,59152975,59152975,,"Population, 2021",356
2021S051259152976,59152976,Dissemination area,59152976,59152976,,"Population, 2021",550
2021S051259152978,59152978,Dissemination area,59152978,59152978,,"Population, 2021",486
2021S051259152979,59152979,Dissemination area,59152979,59152979,,"Population, 2021",445
2021S051259152980,59152980,Dissemination area,59152980,59152980,,"Population, 2021",317
2021S051259152981,59152981,Dissemination area,59152981,59152981,,"Population, 2021",401
2021S051259152982,59152982,Dissemination area,59152982,59152982,,"Population, 2021",495
2021S051259152983,59152983,Dissemination area,59152983,59152983,,"Population, 2021",846
2021S051259152984,59152984,Dissemination area,59152984,59152984,,"Population, 2021",468
2021S051259152985,59152985,Dissemination area,59152985,59152985,,"Population, 2021",515
2021S051259152986,59152986,Dissemination area,59152986,59152986,,"Population, 2021",445
2021S051259152987,59152987,Dissemination area,59152987,59152987,,"Population, 2021",1752
2021S051259152995,59152995,Dissemination area,59152995,59152995,,"Population, 2021",5969
2021S051259153051,59153051,Dissemination area,59153051,59153051,,"Population, 2021",433
2021S051259153052,59153052,Dissemination area,59153052,59153052,,"Population, 2021",383
2021S051259153053,59153053,Dissemination area,59153053,59153053,,"Population, 2021",122
2021S051259153054,59153054,Dissemination area,59153054,59153054,,"Population, 2021",611
2021S051259153055,59153055,Dissemination area,59153055,59153055,,"Population, 2021",963
2021S051259153057,59153057,Dissemination area,59153057,59153057,,"Population, 2021",685
2021S051259153058,59153058,Dissemination area,59153058,59153058,,"Population, 2021",487
2021S051259153059,59153059,Dissemination area,59153059,59153059,,"Population, 2021",826
2021S051259153060,59153060,Dissemination area,59153060,59153060,,"Population, 2021",606
2021S051259153061,59153061,Dissemination area,59153061,59153061,,"Population, 2021",476
2021S051259153062,59153062,Dissemination area,59153062,59153062,,"Population, 2021",851
2021S051259153063,59153063,Dissemination area,59153063,59153063,,"Population, 2021",534
2021S051259153064,59153064,Dissemination area,59153064,59153064,,"Population, 2021",433
2021S051259153065,59153065,Dissemination area,59153065,59153065,,"Population, 2021",370
2021S051259153066,59153066,Dissemination area,59153066,59153066,,"Population, 2021",859
2021S051259153067,59153067,Dissemination area,59153067,59153067,,"Population, 2021",402
2021S051259153369,59153369,Dissemination area,59153369,59153369,,"Population, 2021",1291
2021S051259153380,59153380,Dissemination area,59153380,59153380,,"Population, 2021",1329
2021S051259153417,59153417,Dissemination area,59153417,59153417,,"Population, 2021",660
2021S051259153418,59153418,Dissemination area,59153418,59153418,,"Population, 2021",518
2021S051259153501,59153501,Dissemination area,59153501,59153501,,"Population, 2021",1168
2021S051259153502,59153502,Dissemination area,59153502,59153502,,"Population, 2021",614
2021S051259153548,59153548,Dissemination area,59153548,59153548,,"Population, 2021",2389
2021S051259153549,59153549,Dissemination area,59153549,59153549,,"Population, 2021",117
2021S051259153885,59153885,Dissemination area,59153885,59153885,,"Population, 2021",341
2021S051259153886,59153886,Dissemination area,59153886,59153886,,"Population, 2021",877
2021S051259153887,59153887,Dissemination area,59153887,59153887,,"Population, 2021",698
