csd_uid,sgc,name,area_type,year,population
5915004,15004,Surrey,CY,2023,652371
5915004,15004,Surrey,CY,2024,690159
5915004,15004,Surrey,CY,2025,703531
5915022,15022,Vancouver,CY,2011,622467
5915022,15022,Vancouver,CY,2012,632232
5915022,15022,Vancouver,CY,2013,642993
5915022,15022,Vancouver,CY,2014,653125
5915022,15022,Vancouver,CY,2015,656696
5915022,15022,Vancouver,CY,2016,664913
5915022,15022,Vancouver,CY,2017,670405
5915022,15022,Vancouver,CY,2018,679603
5915022,15022,Vancouver,CY,2019,694569
5915022,15022,Vancouver,CY,2020,701145
5915022,15022,Vancouver,CY,2021,696031
5915022,15022,Vancouver,CY,2022,708220
5915022,15022,Vancouver,CY,2023,732005
5915022,15022,Vancouver,CY,2024,748788
5915022,15022,Vancouver,CY,2025,740454
5915055,15055,West Vancouver,DM,2011,43238
5915055,15055,West Vancouver,DM,2012,43418
5915055,15055,West Vancouver,DM,2013,43652
5915055,15055,West Vancouver,DM,2014,43799
5915055,15055,West Vancouver,DM,2015,43769
5915055,15055,West Vancouver,DM,2016,43889
5915055,15055,West Vancouver,DM,2017,43957
5915055,15055,West Vancouver,DM,2018,44162
5915055,15055,West Vancouver,DM,2019,44636
5915055,15055,West Vancouver,DM,2020,45146
5915055,15055,West Vancouver,DM,2021,45539
5915055,15055,West Vancouver,DM,2022,46489
5915055,15055,West Vancouver,DM,2023,47507
5915055,15055,West Vancouver,DM,2024,48640
5915055,15055,West Vancouver,DM,2025,47929
5915007,15007,White Rock,CY,2011,19544
5915007,15007,White Rock,CY,2012,19705
5915007,15007,White Rock,CY,2013,19761
5915007,15007,White Rock,CY,2014,20143
5915007,15007,White Rock,CY,2015,20297
5915007,15007,White Rock,CY,2016,20643
5915007,15007,White Rock,CY,2017,21117
5915007,15007,White Rock,CY,2018,21638
5915007,15007,White Rock,CY,2019,21957
5915007,15007,White Rock,CY,2020,22240
5915007,15007,White Rock,CY,2021,22567
5915007,15007,White Rock,CY,2022,23524
5915007,15007,White Rock,CY,2023,24508
5915007,15007,White Rock,CY,2024,25229
5915007,15007,White Rock,CY,2025,25057
5943008,43008,Alert Bay,VL,2011,438
5943008,43008,Alert Bay,VL,2012,448
5943008,43008,Alert Bay,VL,2013,461
5943008,43008,Alert Bay,VL,2014,475
5943008,43008,Alert Bay,VL,2015,478
5943008,43008,Alert Bay,VL,2016,489
5943008,43008,Alert Bay,VL,2017,463
5943008,43008,Alert Bay,VL,2018,441
5943008,43008,Alert Bay,VL,2019,439
5943008,43008,Alert Bay,VL,2020,424
5943008,43008,Alert Bay,VL,2021,464
5943008,43008,Alert Bay,VL,2022,471
5943008,43008,Alert Bay,VL,2023,471
5943008,43008,Alert Bay,VL,2024,468
5943008,43008,Alert Bay,VL,2025,465
5943017,43017,Port Alice,VL,2011,808
5943017,43017,Port Alice,VL,2012,795
5943017,43017,Port Alice,VL,2013,796
5943017,43017,Port Alice,VL,2014,778
5943017,43017,Port Alice,VL,2015,711
5943017,43017,Port Alice,VL,2016,679
5943017,43017,Port Alice,VL,2017,654
5943017,43017,Port Alice,VL,2018,672
5943017,43017,Port Alice,VL,2019,690
5943017,43017,Port Alice,VL,2020,711
5943017,43017,Port Alice,VL,2021,763
5943017,43017,Port Alice,VL,2022,772
5943017,43017,Port Alice,VL,2023,772
5943017,43017,Port Alice,VL,2024,780
5943017,43017,Port Alice,VL,2025,789
5943023,43023,Port Hardy,DM,2011,4057
5943023,43023,Port Hardy,DM,2012,4204
5943023,43023,Port Hardy,DM,2013,4215
5943023,43023,Port Hardy,DM,2014,4244
5943023,43023,Port Hardy,DM,2015,4244
5943023,43023,Port Hardy,DM,2016,4252
5943023,43023,Port Hardy,DM,2017,4280
5943023,43023,Port Hardy,DM,2018,4183
5943023,43023,Port Hardy,DM,2019,4251
5943023,43023,Port Hardy,DM,2020,4065
5943023,43023,Port Hardy,DM,2021,4079
5943023,43023,Port Hardy,DM,2022,4166
5943023,43023,Port Hardy,DM,2023,4188
5943023,43023,Port Hardy,DM,2024,4169
5943023,43023,Port Hardy,DM,2025,4201
5943012,43012,Port McNeill,T,2011,2540
5943012,43012,Port McNeill,T,2012,2460
5943012,43012,Port McNeill,T,2013,2429
5943012,43012,Port McNeill,T,2014,2431
5943012,43012,Port McNeill,T,2015,2433
5943012,43012,Port McNeill,T,2016,2419
5943012,43012,Port McNeill,T,2017,2428
5943012,43012,Port McNeill,T,2018,2399
5943012,43012,Port McNeill,T,2019,2378
5943012,43012,Port McNeill,T,2020,2412
5943012,43012,Port McNeill,T,2021,2450
5943012,43012,Port McNeill,T,2022,2446
5943012,43012,Port McNeill,T,2023,2390
5943012,43012,Port McNeill,T,2024,2406
5943012,43012,Port McNeill,T,2025,2402
5921008,21008,Lantzville,DM,2011,3630
5921008,21008,Lantzville,DM,2012,3605
5921008,21008,Lantzville,DM,2013,3645
5921008,21008,Lantzville,DM,2014,3666
5921008,21008,Lantzville,DM,2015,3654
5921008,21008,Lantzville,DM,2016,3745
5921008,21008,Lantzville,DM,2017,3761
5921008,21008,Lantzville,DM,2018,3831
5921008,21008,Lantzville,DM,2019,3842
5921008,21008,Lantzville,DM,2020,3892
5921008,21008,Lantzville,DM,2021,3938
5921008,21008,Lantzville,DM,2022,4024
5921008,21008,Lantzville,DM,2023,4093
5921008,21008,Lantzville,DM,2024,4243
5921008,21008,Lantzville,DM,2025,4276
5921007,21007,Nanaimo,CY,2011,85582
5921007,21007,Nanaimo,CY,2012,86886
5921007,21007,Nanaimo,CY,2013,88257
5921007,21007,Nanaimo,CY,2014,90090
5921007,21007,Nanaimo,CY,2015,92142
5921007,21007,Nanaimo,CY,2016,94395
5921007,21007,Nanaimo,CY,2017,96728
5921007,21007,Nanaimo,CY,2018,98877
5921007,21007,Nanaimo,CY,2019,101172
5921007,21007,Nanaimo,CY,2020,102726
5921007,21007,Nanaimo,CY,2021,104022
5921007,21007,Nanaimo,CY,2022,106338
5921007,21007,Nanaimo,CY,2023,108228
5921007,21007,Nanaimo,CY,2024,110580
5921007,21007,Nanaimo,CY,2025,111845
5921018,21018,Parksville,CY,2011,12044
5921018,21018,Parksville,CY,2012,12152
5921018,21018,Parksville,CY,2013,12242
5921018,21018,Parksville,CY,2014,12233
5921018,21018,Parksville,CY,2015,12454
5921018,21018,Parksville,CY,2016,12799
5921018,21018,Parksville,CY,2017,13037
5921018,21018,Parksville,CY,2018,13209
5921018,21018,Parksville,CY,2019,13428
5921018,21018,Parksville,CY,2020,13558
5921018,21018,Parksville,CY,2021,14042
5921018,21018,Parksville,CY,2022,14288
5921018,21018,Parksville,CY,2023,14599
5921018,21018,Parksville,CY,2024,14966
5921018,21018,Parksville,CY,2025,15371
5921023,21023,Qualicum Beach,T,2011,8699
5921023,21023,Qualicum Beach,T,2012,8683
5921023,21023,Qualicum Beach,T,2013,8760
5921023,21023,Qualicum Beach,T,2014,8787
5921023,21023,Qualicum Beach,T,2015,8888
5921023,21023,Qualicum Beach,T,2016,9115
5921023,21023,Qualicum Beach,T,2017,9193
5921023,21023,Qualicum Beach,T,2018,9198
5921023,21023,Qualicum Beach,T,2019,9253
5921023,21023,Qualicum Beach,T,2020,9322
5921023,21023,Qualicum Beach,T,2021,9453
5921023,21023,Qualicum Beach,T,2022,9585
5921023,21023,Qualicum Beach,T,2023,9566
5921023,21023,Qualicum Beach,T,2024,9590
5921023,21023,Qualicum Beach,T,2025,9640
5947026,47026,Daajing Giids,VL,2011,952
5947026,47026,Daajing Giids,VL,2012,951
5947026,47026,Daajing Giids,VL,2013,938
5947026,47026,Daajing Giids,VL,2014,924
5947026,47026,Daajing Giids,VL,2015,915
5947026,47026,Daajing Giids,VL,2016,907
5947026,47026,Daajing Giids,VL,2017,962
5947026,47026,Daajing Giids,VL,2018,961
5947026,47026,Daajing Giids,VL,2019,964
5947026,47026,Daajing Giids,VL,2020,960
5947026,47026,Daajing Giids,VL,2021,984
5947026,47026,Daajing Giids,VL,2022,1002
5947026,47026,Daajing Giids,VL,2023,1053
5947026,47026,Daajing Giids,VL,2024,1058
5947026,47026,Daajing Giids,VL,2025,999
5947023,47023,Masset,VL,2011,894
5947023,47023,Masset,VL,2012,872
5947023,47023,Masset,VL,2013,856
5947023,47023,Masset,VL,2014,842
5947023,47023,Masset,VL,2015,826
5947023,47023,Masset,VL,2016,827
5947023,47023,Masset,VL,2017,823
5947023,47023,Masset,VL,2018,841
5947023,47023,Masset,VL,2019,822
5947023,47023,Masset,VL,2020,862
5947023,47023,Masset,VL,2021,869
5947023,47023,Masset,VL,2022,871
5947023,47023,Masset,VL,2023,903
5947023,47023,Masset,VL,2024,848
5947023,47023,Masset,VL,2025,914
5947030,47030,Port Clements,VL,2011,381
5947030,47030,Port Clements,VL,2012,340
5947030,47030,Port Clements,VL,2013,327
5947030,47030,Port Clements,VL,2014,297
5947030,47030,Port Clements,VL,2015,295
5947030,47030,Port Clements,VL,2016,293
5947030,47030,Port Clements,VL,2017,310
5947030,47030,Port Clements,VL,2018,327
5947030,47030,Port Clements,VL,2019,329
5947030,47030,Port Clements,VL,2020,350
5947030,47030,Port Clements,VL,2021,351
5947030,47030,Port Clements,VL,2022,351
5947030,47030,Port Clements,VL,2023,350
5947030,47030,Port Clements,VL,2024,353
5947030,47030,Port Clements,VL,2025,352
5947007,47007,Port Edward,DM,2011,550
5947007,47007,Port Edward,DM,2012,541
5947007,47007,Port Edward,DM,2013,543
5947007,47007,Port Edward,DM,2014,494
5947007,47007,Port Edward,DM,2015,495
5947007,47007,Port Edward,DM,2016,484
5947007,47007,Port Edward,DM,2017,452
5947007,47007,Port Edward,DM,2018,451
5947007,47007,Port Edward,DM,2019,441
5947007,47007,Port Edward,DM,2020,481
5947007,47007,Port Edward,DM,2021,491
5947007,47007,Port Edward,DM,2022,478
5947007,47007,Port Edward,DM,2023,462
5947007,47007,Port Edward,DM,2024,434
5947007,47007,Port Edward,DM,2025,442
5947012,47012,Prince Rupert,CY,2011,12704
5947012,47012,Prince Rupert,CY,2012,12712
5947012,47012,Prince Rupert,CY,2013,12689
5947012,47012,Prince Rupert,CY,2014,12737
5947012,47012,Prince Rupert,CY,2015,12712
5947012,47012,Prince Rupert,CY,2016,12707
5947012,47012,Prince Rupert,CY,2017,12805
5947012,47012,Prince Rupert,CY,2018,12839
5947012,47012,Prince Rupert,CY,2019,12848
5947012,47012,Prince Rupert,CY,2020,12800
5947012,47012,Prince Rupert,CY,2021,12895
5947012,47012,Prince Rupert,CY,2022,12859
5947012,47012,Prince Rupert,CY,2023,12782
5947012,47012,Prince Rupert,CY,2024,12936
5947012,47012,Prince Rupert,CY,2025,12903
5937028,37028,Armstrong,CY,2011,4907
5937028,37028,Armstrong,CY,2012,4962
5937028,37028,Armstrong,CY,2013,5004
5937028,37028,Armstrong,CY,2014,5100
5937028,37028,Armstrong,CY,2015,5182
5937028,37028,Armstrong,CY,2016,5300
5937028,37028,Armstrong,CY,2017,5235
5937028,37028,Armstrong,CY,2018,5413
5937028,37028,Armstrong,CY,2019,5446
5937028,37028,Armstrong,CY,2020,5422
5937028,37028,Armstrong,CY,2021,5499
5937028,37028,Armstrong,CY,2022,5658
5937028,37028,Armstrong,CY,2023,5662
5937028,37028,Armstrong,CY,2024,5619
5937028,37028,Armstrong,CY,2025,5643
5937010,37010,Coldstream,DM,2011,10463
5937010,37010,Coldstream,DM,2012,10640
5937010,37010,Coldstream,DM,2013,10636
5937010,37010,Coldstream,DM,2014,10766
5937010,37010,Coldstream,DM,2015,10908
5937010,37010,Coldstream,DM,2016,11056
5937010,37010,Coldstream,DM,2017,11220
5937010,37010,Coldstream,DM,2018,11237
5937010,37010,Coldstream,DM,2019,11311
5937010,37010,Coldstream,DM,2020,11413
5937010,37010,Coldstream,DM,2021,11576
5937010,37010,Coldstream,DM,2022,11585
5937010,37010,Coldstream,DM,2023,11624
5937010,37010,Coldstream,DM,2024,11452
5937010,37010,Coldstream,DM,2025,11380
5937033,37033,Enderby,CY,2011,2960
5937033,37033,Enderby,CY,2012,3018
5937033,37033,Enderby,CY,2013,2930
5937033,37033,Enderby,CY,2014,3015
5937033,37033,Enderby,CY,2015,3023
5937033,37033,Enderby,CY,2016,3057
5937033,37033,Enderby,CY,2017,3097
5937033,37033,Enderby,CY,2018,3019
5937033,37033,Enderby,CY,2019,3085
5937033,37033,Enderby,CY,2020,3163
5937033,37033,Enderby,CY,2021,3129
5937033,37033,Enderby,CY,2022,3201
5937033,37033,Enderby,CY,2023,3252
5937033,37033,Enderby,CY,2024,3278
5937033,37033,Enderby,CY,2025,3292
5937005,37005,Lumby,VL,2011,1764
5937005,37005,Lumby,VL,2012,1787
5937005,37005,Lumby,VL,2013,1802
5937005,37005,Lumby,VL,2014,1839
5937005,37005,Lumby,VL,2015,1874
5937005,37005,Lumby,VL,2016,1909
5937005,37005,Lumby,VL,2017,1959
5937005,37005,Lumby,VL,2018,2004
5937005,37005,Lumby,VL,2019,2053
5937005,37005,Lumby,VL,2020,2099
5937005,37005,Lumby,VL,2021,2145
5937005,37005,Lumby,VL,2022,2194
5937005,37005,Lumby,VL,2023,2229
5937005,37005,Lumby,VL,2024,2247
5937005,37005,Lumby,VL,2025,2257
5937024,37024,Spallumcheen,DM,2011,5113
5937024,37024,Spallumcheen,DM,2012,5133
5937024,37024,Spallumcheen,DM,2013,5181
5937024,37024,Spallumcheen,DM,2014,5189
5937024,37024,Spallumcheen,DM,2015,5179
5937024,37024,Spallumcheen,DM,2016,5302
5937024,37024,Spallumcheen,DM,2017,5467
5937024,37024,Spallumcheen,DM,2018,5420
5937024,37024,Spallumcheen,DM,2019,5474
5937024,37024,Spallumcheen,DM,2020,5432
5937024,37024,Spallumcheen,DM,2021,5490
5937024,37024,Spallumcheen,DM,2022,5713
5937024,37024,Spallumcheen,DM,2023,5780
5937024,37024,Spallumcheen,DM,2024,5819
5937024,37024,Spallumcheen,DM,2025,5843
5937014,37014,Vernon,CY,2011,38813
5937014,37014,Vernon,CY,2012,39278
5937014,37014,Vernon,CY,2013,39500
5937014,37014,Vernon,CY,2014,40226
5937014,37014,Vernon,CY,2015,40813
5937014,37014,Vernon,CY,2016,41677
5937014,37014,Vernon,CY,2017,42470
5937014,37014,Vernon,CY,2018,43203
5937014,37014,Vernon,CY,2019,44262
5937014,37014,Vernon,CY,2020,45343
5937014,37014,Vernon,CY,2021,46199
5937014,37014,Vernon,CY,2022,47249
5937014,37014,Vernon,CY,2023,48106
5937014,37014,Vernon,CY,2024,48920
5937014,37014,Vernon,CY,2025,49527
5959007,59007,Northern Rockies Regional Municipality,RGM,2011,5406
5959007,59007,Northern Rockies Regional Municipality,RGM,2012,5590
5959007,59007,Northern Rockies Regional Municipality,RGM,2013,5459
5959007,59007,Northern Rockies Regional Municipality,RGM,2014,5360
5959007,59007,Northern Rockies Regional Municipality,RGM,2015,5112
5959007,59007,Northern Rockies Regional Municipality,RGM,2016,4981
5959007,59007,Northern Rockies Regional Municipality,RGM,2017,4657
5959007,59007,Northern Rockies Regional Municipality,RGM,2018,4390
5959007,59007,Northern Rockies Regional Municipality,RGM,2019,4208
5959007,59007,Northern Rockies Regional Municipality,RGM,2020,4075
5959007,59007,Northern Rockies Regional Municipality,RGM,2021,4111
5959007,59007,Northern Rockies Regional Municipality,RGM,2022,4104
5959007,59007,Northern Rockies Regional Municipality,RGM,2023,4094
5959007,59007,Northern Rockies Regional Municipality,RGM,2024,4132
5959007,59007,Northern Rockies Regional Municipality,RGM,2025,4144
5907009,07009,Keremeos,VL,2011,1340
5907009,07009,Keremeos,VL,2012,1354
5907009,07009,Keremeos,VL,2013,1382
5907009,07009,Keremeos,VL,2014,1435
5907009,07009,Keremeos,VL,2015,1483
5907009,07009,Keremeos,VL,2016,1531
5907009,07009,Keremeos,VL,2017,1529
5907009,07009,Keremeos,VL,2018,1581
5907009,07009,Keremeos,VL,2019,1581
5907009,07009,Keremeos,VL,2020,1603
5907009,07009,Keremeos,VL,2021,1648
5907009,07009,Keremeos,VL,2022,1682
5907009,07009,Keremeos,VL,2023,1729
5907009,07009,Keremeos,VL,2024,1805
5907009,07009,Keremeos,VL,2025,1779
5907014,07014,Oliver,T,2011,4868
5907014,07014,Oliver,T,2012,4810
5907014,07014,Oliver,T,2013,4806
5907014,07014,Oliver,T,2014,4894
5907014,07014,Oliver,T,2015,4960
5907014,07014,Oliver,T,2016,5042
5907014,07014,Oliver,T,2017,5253
5907014,07014,Oliver,T,2018,5222
5907014,07014,Oliver,T,2019,5353
5907014,07014,Oliver,T,2020,5270
5907014,07014,Oliver,T,2021,5231
5907014,07014,Oliver,T,2022,5265
5907014,07014,Oliver,T,2023,5262
5907014,07014,Oliver,T,2024,5254
5907014,07014,Oliver,T,2025,5262
5907005,07005,Osoyoos,T,2011,4876
5907005,07005,Osoyoos,T,2012,4837
5907005,07005,Osoyoos,T,2013,4851
5907005,07005,Osoyoos,T,2014,4958
5907005,07005,Osoyoos,T,2015,5041
5907005,07005,Osoyoos,T,2016,5182
5907005,07005,Osoyoos,T,2017,5294
5907005,07005,Osoyoos,T,2018,5410
5907005,07005,Osoyoos,T,2019,5520
5907005,07005,Osoyoos,T,2020,5606
5907005,07005,Osoyoos,T,2021,5690
5907005,07005,Osoyoos,T,2022,5726
5907005,07005,Osoyoos,T,2023,5723
5907005,07005,Osoyoos,T,2024,5715
5907005,07005,Osoyoos,T,2025,5724
5907041,07041,Penticton,CY,2011,33385
5907041,07041,Penticton,CY,2012,33122
5907041,07041,Penticton,CY,2013,33344
5907041,07041,Penticton,CY,2014,33712
5907041,07041,Penticton,CY,2015,34245
5907041,07041,Penticton,CY,2016,34998
5907041,07041,Penticton,CY,2017,35704
5907041,07041,Penticton,CY,2018,36770
5907041,07041,Penticton,CY,2019,37462
5907041,07041,Penticton,CY,2020,37747
5907041,07041,Penticton,CY,2021,38115
5907041,07041,Penticton,CY,2022,38432
5907041,07041,Penticton,CY,2023,38453
5907041,07041,Penticton,CY,2024,38616
5907041,07041,Penticton,CY,2025,39068
5907024,07024,Princeton,T,2011,2747
5907024,07024,Princeton,T,2012,2843
5907024,07024,Princeton,T,2013,2788
5907024,07024,Princeton,T,2014,2819
5907024,07024,Princeton,T,2015,2841
5907024,07024,Princeton,T,2016,2934
5907024,07024,Princeton,T,2017,2813
5907024,07024,Princeton,T,2018,2819
5907024,07024,Princeton,T,2019,2807
5907024,07024,Princeton,T,2020,2993
5907024,07024,Princeton,T,2021,3000
5907024,07024,Princeton,T,2022,3066
5907024,07024,Princeton,T,2023,3098
5907024,07024,Princeton,T,2024,3133
5907024,07024,Princeton,T,2025,3050
5907035,07035,Summerland,DM,2011,11394
5907035,07035,Summerland,DM,2012,11409
5907035,07035,Summerland,DM,2013,11494
5907035,07035,Summerland,DM,2014,11758
5907035,07035,Summerland,DM,2015,11970
5907035,07035,Summerland,DM,2016,11936
5907035,07035,Summerland,DM,2017,12093
5907035,07035,Summerland,DM,2018,12128
5907035,07035,Summerland,DM,2019,12167
5907035,07035,Summerland,DM,2020,12259
5907035,07035,Summerland,DM,2021,12426
5907035,07035,Summerland,DM,2022,12522
5907035,07035,Summerland,DM,2023,12348
5907035,07035,Summerland,DM,2024,12371
5907035,07035,Summerland,DM,2025,12343
5955010,55010,Chetwynd,DM,2011,2709
5955010,55010,Chetwynd,DM,2012,2720
5955010,55010,Chetwynd,DM,2013,2720
5955010,55010,Chetwynd,DM,2014,2707
5955010,55010,Chetwynd,DM,2015,2659
5955010,55010,Chetwynd,DM,2016,2624
5955010,55010,Chetwynd,DM,2017,2582
5955010,55010,Chetwynd,DM,2018,2549
5955010,55010,Chetwynd,DM,2019,2512
5955010,55010,Chetwynd,DM,2020,2463
5955010,55010,Chetwynd,DM,2021,2420
5955010,55010,Chetwynd,DM,2022,2430
5955010,55010,Chetwynd,DM,2023,2443
5955010,55010,Chetwynd,DM,2024,2474
5955010,55010,Chetwynd,DM,2025,2484
5955014,55014,Dawson Creek,CY,2011,11901
5955014,55014,Dawson Creek,CY,2012,11990
5955014,55014,Dawson Creek,CY,2013,12124
5955014,55014,Dawson Creek,CY,2014,12392
5955014,55014,Dawson Creek,CY,2015,12511
5955014,55014,Dawson Creek,CY,2016,12804
5955014,55014,Dawson Creek,CY,2017,12923
5955014,55014,Dawson Creek,CY,2018,12911
5955014,55014,Dawson Creek,CY,2019,13011
5955014,55014,Dawson Creek,CY,2020,13101
5955014,55014,Dawson Creek,CY,2021,12910
5955014,55014,Dawson Creek,CY,2022,13086
5955014,55014,Dawson Creek,CY,2023,13254
5955014,55014,Dawson Creek,CY,2024,13637
5955014,55014,Dawson Creek,CY,2025,13635
5955034,55034,Fort St. John,CY,2011,19389
5955034,55034,Fort St. John,CY,2012,20175
5955034,55034,Fort St. John,CY,2013,20616
5955034,55034,Fort St. John,CY,2014,21115
5955034,55034,Fort St. John,CY,2015,21391
5955034,55034,Fort St. John,CY,2016,21374
5955034,55034,Fort St. John,CY,2017,21505
5955034,55034,Fort St. John,CY,2018,22037
5955034,55034,Fort St. John,CY,2019,22375
5955034,55034,Fort St. John,CY,2020,22564
5955034,55034,Fort St. John,CY,2021,22665
5955034,55034,Fort St. John,CY,2022,22835
5955034,55034,Fort St. John,CY,2023,23101
5955034,55034,Fort St. John,CY,2024,23797
5955034,55034,Fort St. John,CY,2025,24383
5955025,55025,Hudson's Hope,DM,2011,994
5955025,55025,Hudson's Hope,DM,2012,978
5955025,55025,Hudson's Hope,DM,2013,1023
5955025,55025,Hudson's Hope,DM,2014,1060
5955025,55025,Hudson's Hope,DM,2015,1020
5955025,55025,Hudson's Hope,DM,2016,1053
5955025,55025,Hudson's Hope,DM,2017,1040
5955025,55025,Hudson's Hope,DM,2018,1032
5955025,55025,Hudson's Hope,DM,2019,1022
5955025,55025,Hudson's Hope,DM,2020,1007
5955025,55025,Hudson's Hope,DM,2021,993
5955025,55025,Hudson's Hope,DM,2022,997
5955025,55025,Hudson's Hope,DM,2023,1002
5955025,55025,Hudson's Hope,DM,2024,1015
5955025,55025,Hudson's Hope,DM,2025,1019
5955005,55005,Pouce Coupe,VL,2011,756
5955005,55005,Pouce Coupe,VL,2012,777
5955005,55005,Pouce Coupe,VL,2013,794
5955005,55005,Pouce Coupe,VL,2014,809
5955005,55005,Pouce Coupe,VL,2015,820
5955005,55005,Pouce Coupe,VL,2016,826
5955005,55005,Pouce Coupe,VL,2017,819
5955005,55005,Pouce Coupe,VL,2018,815
5955005,55005,Pouce Coupe,VL,2019,810
5955005,55005,Pouce Coupe,VL,2020,801
5955005,55005,Pouce Coupe,VL,2021,793
5955005,55005,Pouce Coupe,VL,2022,796
5955005,55005,Pouce Coupe,VL,2023,800
5955005,55005,Pouce Coupe,VL,2024,810
5955005,55005,Pouce Coupe,VL,2025,813
5955030,55030,Taylor,DM,2011,1421
5955030,55030,Taylor,DM,2012,1460
5955030,55030,Taylor,DM,2013,1489
5955030,55030,Taylor,DM,2014,1513
5955030,55030,Taylor,DM,2015,1522
5955030,55030,Taylor,DM,2016,1538
5955030,55030,Taylor,DM,2017,1505
5955030,55030,Taylor,DM,2018,1478
5955030,55030,Taylor,DM,2019,1448
5955030,55030,Taylor,DM,2020,1413
5955030,55030,Taylor,DM,2021,1380
5955030,55030,Taylor,DM,2022,1384
5955030,55030,Taylor,DM,2023,1392
5955030,55030,Taylor,DM,2024,1410
5955030,55030,Taylor,DM,2025,1415
5955003,55003,Tumbler Ridge,DM,2011,2760
5955003,55003,Tumbler Ridge,DM,2012,2589
5955003,55003,Tumbler Ridge,DM,2013,2506
5955003,55003,Tumbler Ridge,DM,2014,2378
5955003,55003,Tumbler Ridge,DM,2015,2214
5955003,55003,Tumbler Ridge,DM,2016,2060
5955003,55003,Tumbler Ridge,DM,2017,2132
5955003,55003,Tumbler Ridge,DM,2018,2301
5955003,55003,Tumbler Ridge,DM,2019,2423
5955003,55003,Tumbler Ridge,DM,2020,2394
5955003,55003,Tumbler Ridge,DM,2021,2513
5955003,55003,Tumbler Ridge,DM,2022,2513
5955003,55003,Tumbler Ridge,DM,2023,2668
5955003,55003,Tumbler Ridge,DM,2024,2717
5955003,55003,Tumbler Ridge,DM,2025,2663
5927008,27008,Powell River,CY,2011,13273
5927008,27008,Powell River,CY,2012,13282
5927008,27008,Powell River,CY,2013,13357
5927008,27008,Powell River,CY,2014,13418
5927008,27008,Powell River,CY,2015,13344
5927008,27008,Powell River,CY,2016,13564
5927008,27008,Powell River,CY,2017,13727
5927008,27008,Powell River,CY,2018,13902
5927008,27008,Powell River,CY,2019,13997
5927008,27008,Powell River,CY,2020,14240
5927008,27008,Powell River,CY,2021,14392
5927008,27008,Powell River,CY,2022,14558
5927008,27008,Powell River,CY,2023,14793
5927008,27008,Powell River,CY,2024,14866
5927008,27008,Powell River,CY,2025,14947
5927806,27806,shíshálh Nation Gov Dist (Part-qathet),IGD,2011,22
5927806,27806,shíshálh Nation Gov Dist (Part-qathet),IGD,2012,22
5927806,27806,shíshálh Nation Gov Dist (Part-qathet),IGD,2013,21
5927806,27806,shíshálh Nation Gov Dist (Part-qathet),IGD,2014,21
5927806,27806,shíshálh Nation Gov Dist (Part-qathet),IGD,2015,21
5927806,27806,shíshálh Nation Gov Dist (Part-qathet),IGD,2016,21
5927806,27806,shíshálh Nation Gov Dist (Part-qathet),IGD,2017,21
5927806,27806,shíshálh Nation Gov Dist (Part-qathet),IGD,2018,21
5927806,27806,shíshálh Nation Gov Dist (Part-qathet),IGD,2019,21
5927806,27806,shíshálh Nation Gov Dist (Part-qathet),IGD,2020,21
5927806,27806,shíshálh Nation Gov Dist (Part-qathet),IGD,2021,21
5927806,27806,shíshálh Nation Gov Dist (Part-qathet),IGD,2022,21
5927806,27806,shíshálh Nation Gov Dist (Part-qathet),IGD,2023,21
5927806,27806,shíshálh Nation Gov Dist (Part-qathet),IGD,2024,21
5927806,27806,shíshálh Nation Gov Dist (Part-qathet),IGD,2025,21
5931026,31026,Lillooet,DM,2011,2347
5931026,31026,Lillooet,DM,2012,2356
5931026,31026,Lillooet,DM,2013,2345
5931026,31026,Lillooet,DM,2014,2338
5931026,31026,Lillooet,DM,2015,2298
5931026,31026,Lillooet,DM,2016,2361
5931026,31026,Lillooet,DM,2017,2383
5931026,31026,Lillooet,DM,2018,2365
5931026,31026,Lillooet,DM,2019,2351
5931026,31026,Lillooet,DM,2020,2376
5931026,31026,Lillooet,DM,2021,2383
5931026,31026,Lillooet,DM,2022,2332
5931026,31026,Lillooet,DM,2023,2398
5931026,31026,Lillooet,DM,2024,2255
5931026,31026,Lillooet,DM,2025,2065
5931012,31012,Pemberton,VL,2011,2508
5931012,31012,Pemberton,VL,2012,2537
5931012,31012,Pemberton,VL,2013,2573
5931012,31012,Pemberton,VL,2014,2632
5931012,31012,Pemberton,VL,2015,2617
5931012,31012,Pemberton,VL,2016,2730
5931012,31012,Pemberton,VL,2017,2926
5931012,31012,Pemberton,VL,2018,3069
5931012,31012,Pemberton,VL,2019,3246
5931012,31012,Pemberton,VL,2020,3365
5931012,31012,Pemberton,VL,2021,3622
5931012,31012,Pemberton,VL,2022,3746
5931012,31012,Pemberton,VL,2023,3759
5931012,31012,Pemberton,VL,2024,3770
5931012,31012,Pemberton,VL,2025,3620
5931006,31006,Squamish,DM,2011,17642
5931006,31006,Squamish,DM,2012,18378
5931006,31006,Squamish,DM,2013,18851
5931006,31006,Squamish,DM,2014,19286
5931006,31006,Squamish,DM,2015,19515
5931006,31006,Squamish,DM,2016,20579
5931006,31006,Squamish,DM,2017,21422
5931006,31006,Squamish,DM,2018,22017
5931006,31006,Squamish,DM,2019,22604
5931006,31006,Squamish,DM,2020,23631
5931006,31006,Squamish,DM,2021,25063
5931006,31006,Squamish,DM,2022,25502
