geoname_id,bc_geographic_name,geoname_type,lon,lat,bcgn_name,bcgn_feature_type,da_uid,da_population,da_match,da_distance_m,csd_uid,csd_name,csd_type,csd_population,csd_match,csd_distance_m,name_agrees_with_csd,muni_name,muni_type,muni_population,muni_population_year,muni_population_latest,muni_latest_year,place_population,place_population_basis,place_population_source,place_population_confidence,geo_level,geo_uid,geo_shared_with,parent_geoname_id,parent_name,is_nested,is_primary,note
65700,Alkhili 2,Indian Reserve,-133.6749999999,59.6180555529,Alkhili 2,Indian Reserve-Réserve indienne,59570210,180,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,180,da,"2021 Census, dissemination area",high,da,59570210,3,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
40235,Atlin,Community,-133.7001283004,59.5755736186,Atlin,Community,59570219,219,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,219,da,"2021 Census, dissemination area",high,da,59570219,0,,,FALSE,TRUE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
65701,Atlin-Teslin Indian Cemetery 4,Indian Reserve,-133.6853905808,59.5664511624,Atlin-Teslin Indian Cemetery 4,Indian Reserve-Réserve indienne,59570210,180,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,180,da,"2021 Census, dissemination area",high,da,59570210,3,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
3395,Bennett,Locality,-135.0021193261,59.849769596,Bennett,Locality,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
12687,Callison Ranch,Locality,-131.6852680153,58.6331294556,Callison Ranch,Locality,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
38501,Engineer,Locality,-134.2466666664,59.4927777754,Engineer,Locality,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
65682,Five Mile Point 3,Indian Reserve,-133.6687192909,59.499783351,Five Mile Point 3,Indian Reserve-Réserve indienne,59570209,83,contains,0.0,5957803,Five Mile Point 3,Indian reserve,83,contains,0.0,yes,,,,,,,83,csd,"2021 Census, census subdivision",high,csd,5957803,0,,,FALSE,TRUE,"the geoname names its containing census subdivision, so this is the population of Five Mile Point 3 itself"
19421,Hyland Ranch,Locality,-131.4852358344,58.16645673,Hyland Ranch,Locality,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
65677,Jennings River 8,Indian Reserve,-132.1472222226,59.6744444419,Jennings River 8,Indian Reserve-Réserve indienne,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
1892,Lindeman,Locality,-135.0854512119,59.7831001617,Lindeman,Locality,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
65680,McDonald Lake 1,Indian Reserve,-133.5520629131,59.7331234769,McDonald Lake 1,Indian Reserve-Réserve indienne,59570210,180,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,180,da,"2021 Census, dissemination area",high,da,59570210,3,,,FALSE,TRUE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
20302,Pleasant Camp,Locality,-136.4630555559,59.5049999979,Pleasant Camp,Locality,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
23253,Rainy Hollow,Locality,-136.5354838841,59.5497383437,Rainy Hollow,Locality,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
22782,Rupert,Locality,-134.1854095637,59.5997773122,Rupert,Locality,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
64819,Salmon Creek 3,Indian Reserve,-131.6352418154,58.1831214735,Salmon Creek 3,Indian Reserve-Réserve indienne,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
13646,Saloon,Locality,-131.3852306601,58.1331242534,Saloon,Locality,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
18024,Scotia Bay,Locality,-133.818730486,59.5997831047,Scotia Bay,Locality,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
16284,Sheslay,Locality,-131.7944444443,58.2597222194,Sheslay,Locality,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
65689,Silver Salmon Lake 5,Indian Reserve,-133.2186880241,59.2331181527,Silver Salmon Lake 5,Indian Reserve-Réserve indienne,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
14015,Surprise,Locality,-133.4187188801,59.6331234247,Surprise,Locality,59570210,180,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,180,da,"2021 Census, dissemination area",high,da,59570210,3,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
16766,Tahltan,Locality,-131.0018781146,58.016461065,Tahltan,Locality,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
64821,Tahltan Forks 5,Indian Reserve,-131.335228074,58.1164580147,Tahltan Forks 5,Indian Reserve-Réserve indienne,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
17571,Taku,Locality,-133.8520669975,59.6331166205,Taku,Locality,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
65683,Taku 6,Indian Reserve,-133.0020071324,59.1164524452,Taku 6,Indian Reserve-Réserve indienne,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
65684,Teslin Lake 7,Indian Reserve,-132.1186698589,59.5664754522,Teslin Lake 7,Indian Reserve-Réserve indienne,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
65685,Teslin Lake 9,Indian Reserve,-132.2853553549,59.7831442392,Teslin Lake 9,Indian Reserve-Réserve indienne,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
27333,Tulsequah,Locality,-133.5519976802,58.6331009301,Tulsequah,Locality,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
65793,Unnamed 10,Indian Reserve,-133.7020578142,59.5664509008,Unnamed 10,Indian Reserve-Réserve indienne,59570219,219,contains,0.0,5957802,Unnamed 10,Indian reserve,18,nearest-name,92.4,yes,,,,,,,18,csd,"2021 Census, census subdivision",medium,csd,5957802,0,,,FALSE,TRUE,"the point lies 92 m outside the same-named census subdivision, inside Stikine Region; the same-named one was taken; the geoname names its containing census subdivision, so this is the population of Unnamed 10 itself"
64822,Upper Tahltan 4,Indian Reserve,-131.3685643125,58.1497914839,Upper Tahltan 4,Indian Reserve-Réserve indienne,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
40304,40 Mile Flats,Locality,-130.0351741499,57.9373070408,40 Mile Flats,Locality,59490219,74,contains,0.0,5949041,Kitimat-Stikine D,Regional district electoral area,74,contains,0.0,no,,,,,,,74,da,"2021 Census, dissemination area",high,da,59490219,11,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
2719,Bear Lake,Community,-126.8633193999,56.1928288085,Bear Lake,Community,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,TRUE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
64897,Bear Lake (Fort Connelly) 4,Indian Reserve,-126.8516490523,56.19982099,Bear Lake (Fort Connelly) 4,Indian Reserve-Réserve indienne,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
64885,Bear Lake (Tsaytut Bay) 1B,Indian Reserve,-126.7849758045,56.0998202776,Bear Lake (Tsaytut Bay) 1B,Indian Reserve-Réserve indienne,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
64884,Bear River (Sustut River) 3,Indian Reserve,-126.9655452986,56.2789874147,Bear River (Sustut River) 3,Indian Reserve-Réserve indienne,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
40335,Bell II,Locality,-129.7962185136,56.7442337641,Bell II,Locality,59490103,48,contains,0.0,5949039,Kitimat-Stikine A,Regional district electoral area,48,contains,0.0,no,,,,,,,48,da,"2021 Census, dissemination area",high,da,59490103,11,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
65681,Blue River 1,Indian Reserve,-128.9685641877,59.699858553,Blue River 1,Indian Reserve-Réserve indienne,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
40305,Bob Quinn Lake,Locality,-130.2490223571,56.972008895,Bob Quinn Lake,Locality,59490219,74,contains,0.0,5949041,Kitimat-Stikine D,Regional district electoral area,74,contains,0.0,no,,,,,,,74,da,"2021 Census, dissemination area",high,da,59490219,11,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
12645,Boulder City,Locality,-129.0018283653,58.3998308235,Boulder City,Locality,59490201,326,contains,0.0,5949038,Kitimat-Stikine F,Regional district electoral area,326,contains,0.0,no,,,,,,,326,da,"2021 Census, dissemination area",high,da,59490201,12,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
64826,Classy Creek 8,Indian Reserve,-130.8018800311,58.1831338398,Classy Creek 8,Indian Reserve-Réserve indienne,59490201,326,contains,0.0,5949038,Kitimat-Stikine F,Regional district electoral area,326,contains,0.0,no,,,,,,,326,da,"2021 Census, dissemination area",high,da,59490201,12,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
8516,Days Ranch,Locality,-130.8852083368,58.0331297643,Days Ranch,Locality,59490201,326,contains,0.0,5949038,Kitimat-Stikine F,Regional district electoral area,326,contains,0.0,no,,,,,,,326,da,"2021 Census, dissemination area",high,da,59490201,12,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
40543,Dease Lake,Community,-129.9960415007,58.437442828,Dease Lake,Community,59490201,326,contains,0.0,5949038,Kitimat-Stikine F,Regional district electoral area,326,contains,0.0,no,,,,,,,326,da,"2021 Census, dissemination area",high,da,59490201,12,,,FALSE,TRUE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
64825,Dease Lake 9,Indian Reserve,-130.035201727,58.4664839126,Dease Lake 9,Indian Reserve-Réserve indienne,59490201,326,contains,0.0,5949845,Dease Lake 9,Indian reserve,54,nearest-name,372.3,yes,,,,,,,54,csd,"2021 Census, census subdivision",medium,csd,5949845,0,,,FALSE,TRUE,"the point lies 372 m outside the same-named census subdivision, inside Kitimat-Stikine F; the same-named one was taken; the geoname names its containing census subdivision, so this is the population of Dease Lake 9 itself"
60004,Dease River 1,Indian Reserve,-129.289444444,59.2874999978,Dease River 1,Indian Reserve-Réserve indienne,59570227,39,contains,0.0,5957820,Dease River 1,Indian reserve,39,contains,0.0,yes,,,,,,,39,csd,"2021 Census, census subdivision",high,csd,5957820,0,,,FALSE,TRUE,"the geoname names its containing census subdivision, so this is the population of Dease River 1 itself"
60500,Dease River 2 (Dease),Indian Reserve,-129.1788888894,59.4199999958,Dease River 2 (Dease),Indian Reserve-Réserve indienne,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
60580,Dease River 2 (Liard),Indian Reserve,-128.9230555558,59.7191666644,Dease River 2 (Liard),Indian Reserve-Réserve indienne,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
60421,Dease River 3 (Dease),Indian Reserve,-129.2386111118,59.6044444401,Dease River 3 (Dease),Indian Reserve-Réserve indienne,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
60581,Dease River 3 (Liard),Indian Reserve,-129.0311111104,59.3174999973,Dease River 3 (Liard),Indian Reserve-Réserve indienne,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
60444,Dease River 4,Indian Reserve,-129.1641666672,59.6699999979,Dease River 4,Indian Reserve-Réserve indienne,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
35923,Defot,Locality,-130.4519064774,58.8998198586,Defot,Locality,59490201,326,contains,0.0,5949038,Kitimat-Stikine F,Regional district electoral area,326,contains,0.0,no,,,,,,,326,da,"2021 Census, dissemination area",high,da,59490201,12,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
38579,Eddontenajon,Community,-129.9605601008,57.8158140884,Eddontenajon,Community,59490219,74,contains,0.0,5949041,Kitimat-Stikine D,Regional district electoral area,74,contains,0.0,no,,,,,,,74,da,"2021 Census, dissemination area",high,da,59490219,11,,,FALSE,TRUE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
8030,Fifth Cabin,Locality,-127.9611111109,56.4194444413,Fifth Cabin,Locality,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
8056,Fourth Cabin,Locality,-127.9350218005,56.2492516162,Fourth Cabin,Locality,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
3683,Fowler,Locality,-131.768510303,56.833095532,Fowler,Locality,59490219,74,contains,0.0,5949041,Kitimat-Stikine D,Regional district electoral area,74,contains,0.0,no,,,,,,,74,da,"2021 Census, dissemination area",high,da,59490219,11,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
40604,Glenora,Locality,-131.3886111103,57.8436111085,Glenora,Locality,59490219,74,contains,0.0,5949041,Kitimat-Stikine D,Regional district electoral area,74,contains,0.0,no,,,,,,,74,da,"2021 Census, dissemination area",high,da,59490219,11,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
40270,Good Hope Lake,Locality,-129.3046642384,59.2817890533,Good Hope Lake,Locality,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
11649,Granduc,Locality,-130.1017604833,56.2331100549,Granduc,Locality,59490105,517,contains,0.0,5949032,Stewart,District municipality,517,contains,0.0,no,Stewart,District municipality,539,2021,515,2025,517,da,"2021 Census, dissemination area",high,da,59490105,1,37405,Stewart,TRUE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place (it lies within the municipality of Stewart)"
60002,Guhthe Tah 12,Indian Reserve,-131.1763888888,57.9038888864,Guhthe Tah 12,Indian Reserve-Réserve indienne,59490097,142,contains,0.0,5949843,Guhthe Tah 12,Indian reserve,142,contains,0.0,yes,,,,,,,142,csd,"2021 Census, census subdivision",high,csd,5949843,0,,,FALSE,TRUE,"the geoname names its containing census subdivision, so this is the population of Guhthe Tah 12 itself"
14684,Hiusta Meadow,Locality,-130.9518781562,58.049795763,Hiusta Meadow,Locality,59490201,326,contains,0.0,5949038,Kitimat-Stikine F,Regional district electoral area,326,contains,0.0,no,,,,,,,326,da,"2021 Census, dissemination area",high,da,59490201,12,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
64820,Hiusta's Meadow 2,Indian Reserve,-130.9352109202,58.0497960089,Hiusta's Meadow 2,Indian Reserve-Réserve indienne,59490201,326,contains,0.0,5949038,Kitimat-Stikine F,Regional district electoral area,326,contains,0.0,no,,,,,,,326,da,"2021 Census, dissemination area",high,da,59490201,12,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
65819,Horse Ranch Pass 4,Indian Reserve,-129.0685575579,59.5165197496,Horse Ranch Pass 4,Indian Reserve-Réserve indienne,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
15723,Hyland Post,Locality,-128.1517606566,57.6498284135,Hyland Post,Locality,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
2444,Iskut,Community,-129.9874999999,57.8374999977,Iskut,Community,59490215,478,contains,0.0,5949832,Iskut 6,Indian reserve,478,contains,0.0,no,,,,,,,478,da,"2021 Census, dissemination area",high,da,59490215,0,64101,Iskut 6,TRUE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
64101,Iskut 6,Indian Reserve,-130.0000000008,57.8352777753,Iskut 6,Indian Reserve-Réserve indienne,59490219,74,contains,0.0,5949832,Iskut 6,Indian reserve,478,nearest-name,600.3,yes,,,,,,,478,csd,"2021 Census, census subdivision",medium,csd,5949832,0,,,FALSE,TRUE,"the point lies 600 m outside the same-named census subdivision, inside Kitimat-Stikine D; the same-named one was taken; the geoname names its containing census subdivision, so this is the population of Iskut 6 itself"
9551,Jacksons,Locality,-131.6852136844,57.6164435908,Jacksons,Locality,59490219,74,contains,0.0,5949041,Kitimat-Stikine D,Regional district electoral area,74,contains,0.0,no,,,,,,,74,da,"2021 Census, dissemination area",high,da,59490219,11,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
40296,Jade City,Locality,-129.6268968328,59.2581727591,Jade City,Locality,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
64895,Klewaduska (Cataract) 6,Indian Reserve,-126.9016515003,56.2164872577,Klewaduska (Cataract) 6,Indian Reserve-Réserve indienne,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
65390,Kluachon Lake 1,Indian Reserve,-130.0018343531,57.8331389078,Kluachon Lake 1,Indian Reserve-Réserve indienne,59490219,74,contains,0.0,5949041,Kitimat-Stikine D,Regional district electoral area,74,contains,0.0,no,,,,,,,74,da,"2021 Census, dissemination area",high,da,59490219,11,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
7373,Laketon,Locality,-130.1018832239,58.6998209322,Laketon,Locality,59490201,326,contains,0.0,5949038,Kitimat-Stikine F,Regional district electoral area,326,contains,0.0,no,,,,,,,326,da,"2021 Census, dissemination area",high,da,59490201,12,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
16335,McDame,Locality,-129.235211839,59.1831768523,McDame,Locality,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
65679,McDames Creek 2,Indian Reserve,-129.235211839,59.1831768523,McDames Creek 2,Indian Reserve-Réserve indienne,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
40302,Meziadin Junction,Locality,-129.3017279849,56.1011748425,Meziadin Junction,Locality,59490103,48,contains,0.0,5949039,Kitimat-Stikine A,Regional district electoral area,48,contains,0.0,no,,,,,,,48,da,"2021 Census, dissemination area",high,da,59490103,11,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
65687,Mosquito Creek 5,Indian Reserve,-128.2518292074,58.9331856546,Mosquito Creek 5,Indian Reserve-Réserve indienne,59570228,25,contains,0.0,5957022,Stikine Region,Regional district electoral area,424,contains,0.0,no,,,,,,,25,da,"2021 Census, dissemination area",high,da,59570228,43,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
65690,One Mile Point 1,Indian Reserve,-130.0852213816,58.7998232018,One Mile Point 1,Indian Reserve-Réserve indienne,59490201,326,contains,0.0,5949038,Kitimat-Stikine F,Regional district electoral area,326,contains,0.0,no,,,,,,,326,da,"2021 Census, dissemination area",high,da,59490201,12,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
17784,Porter Landing,Locality,-130.1018886379,58.7998229578,Porter Landing,Locality,59490201,326,contains,0.0,5949038,Kitimat-Stikine F,Regional district electoral area,326,contains,0.0,no,,,,,,,326,da,"2021 Census, dissemination area",high,da,59490201,12,,,FALSE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place"
19245,Premier,Locality,-130.0184160537,56.0497750683,Premier,Locality,59490105,517,contains,0.0,5949032,Stewart,District municipality,517,contains,0.0,no,Stewart,District municipality,539,2021,515,2025,517,da,"2021 Census, dissemination area",high,da,59490105,1,37405,Stewart,TRUE,FALSE,"no census subdivision carries this name, so this is the population of the surrounding dissemination area, NOT of the named place (it lies within the municipality of Stewart)"
37405,Stewart,District Municipality,-129.9911111106,55.9383333305,Stewart,District Municipality (1),59490105,517,contains,0.0,5949032,Stewart,District municipality,517,contains,0.0,yes,Stewart,District municipality,539,2021,515,2025,539,municipal,"BC Stats population estimate, July 1 2021",high,csd,5949032,0,,,FALSE,TRUE,"this is the population of the municipality of Stewart itself, as estimated by BC Stats for 2021 (the 2021 census counted 517)"
