geoname_id,bc_geographic_name,geoname_type,lat,lon,place_population,cd_uid,district,district_label,basin_district,basin_district_label,basin,basin_label,basin_hub,is_hub,basin_access,place_access,assigned_by,hub_distance_km
113,Westridge,Community,49.2831346,-122.9512884,477,5915,metro-vancouver,Metro Vancouver,metro-vancouver,Metro Vancouver,north-shore,North Shore,North Vancouver,FALSE,road,road,nearest,10.9
17020,Norgate,Community,49.3215254,-123.1174361,471,5915,metro-vancouver,Metro Vancouver,metro-vancouver,Metro Vancouver,north-shore,North Shore,North Vancouver,FALSE,road,road,nearest,3.3
39758,Hollyburn,Community,49.3345520,-123.1570950,457,5915,metro-vancouver,Metro Vancouver,metro-vancouver,Metro Vancouver,north-shore,North Shore,North Vancouver,FALSE,road,road,nearest,5.7
11,British Properties,Community,49.3497994,-123.1346292,452,5915,metro-vancouver,Metro Vancouver,metro-vancouver,Metro Vancouver,north-shore,North Shore,North Vancouver,FALSE,road,road,nearest,4.4
34977,Horseshoe Bay,Community,49.3710501,-123.2806758,452,5915,metro-vancouver,Metro Vancouver,metro-vancouver,Metro Vancouver,north-shore,North Shore,North Vancouver,FALSE,road,road,nearest,15.2
34969,Brunswick Beach,Locality,49.4735799,-123.2437339,439,5915,metro-vancouver,Metro Vancouver,metro-vancouver,Metro Vancouver,north-shore,North Shore,North Vancouver,FALSE,road,road,nearest,19.4
9704,Cleveland Park,Community,49.3598085,-123.1050433,434,5915,metro-vancouver,Metro Vancouver,metro-vancouver,Metro Vancouver,north-shore,North Shore,North Vancouver,FALSE,road,road,nearest,3.3
2,Altamont,Community,49.3417000,-123.2012975,429,5915,metro-vancouver,Metro Vancouver,metro-vancouver,Metro Vancouver,north-shore,North Shore,North Vancouver,FALSE,road,road,nearest,9.0
112,West Bay,Community,49.3418098,-123.2108044,429,5915,metro-vancouver,Metro Vancouver,metro-vancouver,Metro Vancouver,north-shore,North Shore,North Vancouver,FALSE,road,road,nearest,9.6
114,Westmount,Community,49.3447781,-123.2067208,429,5915,metro-vancouver,Metro Vancouver,metro-vancouver,Metro Vancouver,north-shore,North Shore,North Vancouver,FALSE,road,road,nearest,9.4
15609,Dundarave,Community,49.3366667,-123.1852778,410,5915,metro-vancouver,Metro Vancouver,metro-vancouver,Metro Vancouver,north-shore,North Shore,North Vancouver,FALSE,road,road,nearest,7.8
7518,Cypress Park,Community,49.3427778,-123.2397222,408,5915,metro-vancouver,Metro Vancouver,metro-vancouver,Metro Vancouver,north-shore,North Shore,North Vancouver,FALSE,road,road,nearest,11.7
13978,Sunset Beach,Community,49.3983724,-123.2485488,362,5915,metro-vancouver,Metro Vancouver,metro-vancouver,Metro Vancouver,north-shore,North Shore,North Vancouver,FALSE,road,road,nearest,14.2
65002,Inlailawatash 4,Indian Reserve,49.4664693,-122.8846244,205,5915,metro-vancouver,Metro Vancouver,metro-vancouver,Metro Vancouver,north-shore,North Shore,North Vancouver,FALSE,road,road,nearest,20.1
65005,Inlailawatash 4A,Indian Reserve,49.4831360,-122.8846249,205,5915,metro-vancouver,Metro Vancouver,metro-vancouver,Metro Vancouver,north-shore,North Shore,North Vancouver,FALSE,road,road,nearest,21.5
31668,Strachan Creek,Locality,49.4164652,-123.2346341,205,5915,metro-vancouver,Metro Vancouver,metro-vancouver,Metro Vancouver,north-shore,North Shore,North Vancouver,FALSE,road,road,nearest,14.4
64603,Seymour Creek 2,Indian Reserve,49.2998004,-123.0346248,105,5915,metro-vancouver,Metro Vancouver,metro-vancouver,Metro Vancouver,north-shore,North Shore,North Vancouver,FALSE,road,road,nearest,5.1
29457,Clearwater,District Municipality,51.6455556,-120.0325000,2462,5933,thompson-nicola,Thompson-Nicola,thompson-nicola,Thompson-Nicola,north-thompson,North Thompson,Clearwater,TRUE,road,road,hub,0.0
59020,Barriere,District Municipality,51.1797222,-120.1236111,1816,5933,thompson-nicola,Thompson-Nicola,thompson-nicola,Thompson-Nicola,north-thompson,North Thompson,Clearwater,FALSE,road,road,nearest,52.2
65673,Barriere River 3A,Indian Reserve,51.1831757,-120.1179138,898,5933,thompson-nicola,Thompson-Nicola,thompson-nicola,Thompson-Nicola,north-thompson,North Thompson,Clearwater,FALSE,road,road,nearest,51.8
5087,Birch Island,Community,51.6009684,-119.9148002,607,5933,thompson-nicola,Thompson-Nicola,thompson-nicola,Thompson-Nicola,north-thompson,North Thompson,Clearwater,FALSE,road,road,nearest,9.5
28647,Blackpool,Community,51.6103230,-120.1090360,549,5933,thompson-nicola,Thompson-Nicola,thompson-nicola,Thompson-Nicola,north-thompson,North Thompson,Clearwater,FALSE,road,road,nearest,6.6
36173,Chinook Cove,Locality,51.2331756,-120.1679169,389,5933,thompson-nicola,Thompson-Nicola,thompson-nicola,Thompson-Nicola,north-thompson,North Thompson,Clearwater,FALSE,road,road,nearest,46.8
29441,Chu Chua,Locality,51.3498432,-120.1679200,389,5933,thompson-nicola,Thompson-Nicola,thompson-nicola,Thompson-Nicola,north-thompson,North Thompson,Clearwater,FALSE,road,road,nearest,34.2
29746,Darfield,Community,51.2998426,-120.1845859,389,5933,thompson-nicola,Thompson-Nicola,thompson-nicola,Thompson-Nicola,north-thompson,North Thompson,Clearwater,FALSE,road,road,nearest,39.9
28859,Little Fort,Community,51.4239943,-120.2054558,389,5933,thompson-nicola,Thompson-Nicola,thompson-nicola,Thompson-Nicola,north-thompson,North Thompson,Clearwater,FALSE,road,road,nearest,27.4
30086,North Bonaparte,Locality,51.3998354,-120.9179465,382,5933,thompson-nicola,Thompson-Nicola,thompson-nicola,Thompson-Nicola,north-thompson,North Thompson,Clearwater,FALSE,road,road,nearest,67.1
65671,Boulder Creek 5,Indian Reserve,51.4665111,-120.1345888,379,5933,thompson-nicola,Thompson-Nicola,thompson-nicola,Thompson-Nicola,north-thompson,North Thompson,Clearwater,FALSE,road,road,nearest,21.1
24367,Vavenby,Community,51.5855763,-119.7281648,252,5933,thompson-nicola,Thompson-Nicola,thompson-nicola,Thompson-Nicola,north-thompson,North Thompson,Clearwater,FALSE,road,road,nearest,22.0
10358,Avola,Community,51.7852092,-119.3237138,230,5933,thompson-nicola,Thompson-Nicola,thompson-nicola,Thompson-Nicola,north-thompson,North Thompson,Clearwater,FALSE,road,road,nearest,51.2
6719,Blue River,Community,52.1073918,-119.3046484,230,5933,thompson-nicola,Thompson-Nicola,thompson-nicola,Thompson-Nicola,north-thompson,North Thompson,Clearwater,FALSE,road,road,nearest,71.6
65675,North Thompson 1,Indian Reserve,51.2831760,-120.1679182,181,5933,thompson-nicola,Thompson-Nicola,thompson-nicola,Thompson-Nicola,north-thompson,North Thompson,Clearwater,FALSE,road,road,nearest,41.4
37521,Stillwater,Locality,52.0498514,-119.9512654,165,5933,thompson-nicola,Thompson-Nicola,thompson-nicola,Thompson-Nicola,north-thompson,North Thompson,Clearwater,FALSE,road,road,nearest,45.3
65674,Nekalliston 2,Indian Reserve,51.4165100,-120.2012563,0,5933,thompson-nicola,Thompson-Nicola,thompson-nicola,Thompson-Nicola,north-thompson,North Thompson,Clearwater,FALSE,road,road,nearest,28.0
30438,Parksville,City,49.3180556,-124.3113889,14042,5921,nanaimo,Nanaimo,nanaimo,Nanaimo,oceanside,Parksville–Qualicum,Parksville,TRUE,road,road,hub,0.0
22222,Qualicum Beach,Town,49.3480556,-124.4438889,9453,5921,nanaimo,Nanaimo,nanaimo,Nanaimo,oceanside,Parksville–Qualicum,Parksville,FALSE,road,road,nearest,10.2
31000,Qualicum Bay,Community,49.4041610,-124.6312202,839,5921,nanaimo,Nanaimo,nanaimo,Nanaimo,oceanside,Parksville–Qualicum,Parksville,FALSE,road,road,nearest,25.1
15632,Dunsmuir,Locality,49.3877778,-124.6108333,818,5921,nanaimo,Nanaimo,nanaimo,Nanaimo,oceanside,Parksville–Qualicum,Parksville,FALSE,road,road,nearest,23.0
28686,Bowser,Community,49.4334872,-124.6666325,750,5921,nanaimo,Nanaimo,nanaimo,Nanaimo,oceanside,Parksville–Qualicum,Parksville,FALSE,road,road,nearest,28.7
13225,Deep Bay,Community,49.4624300,-124.7232400,750,5921,nanaimo,Nanaimo,nanaimo,Nanaimo,oceanside,Parksville–Qualicum,Parksville,FALSE,road,road,nearest,33.9
12314,Coombs,Community,49.3049919,-124.4176397,683,5921,nanaimo,Nanaimo,nanaimo,Nanaimo,oceanside,Parksville–Qualicum,Parksville,FALSE,road,road,nearest,7.8
7637,Dashwood,Community,49.3664504,-124.5180057,655,5921,nanaimo,Nanaimo,nanaimo,Nanaimo,oceanside,Parksville–Qualicum,Parksville,FALSE,road,road,nearest,15.9
10606,Errington,Community,49.2888889,-124.3694444,630,5921,nanaimo,Nanaimo,nanaimo,Nanaimo,oceanside,Parksville–Qualicum,Parksville,FALSE,road,road,nearest,5.3
35927,Hilliers,Community,49.3081589,-124.4842453,620,5921,nanaimo,Nanaimo,nanaimo,Nanaimo,oceanside,Parksville–Qualicum,Parksville,FALSE,road,road,nearest,12.6
4418,French Creek,Community,49.3456572,-124.3602739,467,5921,nanaimo,Nanaimo,nanaimo,Nanaimo,oceanside,Parksville–Qualicum,Parksville,FALSE,road,road,nearest,4.7
40958,Whisky Creek,Community,49.3095955,-124.5087076,459,5921,nanaimo,Nanaimo,nanaimo,Nanaimo,oceanside,Parksville–Qualicum,Parksville,FALSE,road,road,nearest,14.3
35922,Nanoose Bay,Community,49.2646478,-124.1990501,438,5921,nanaimo,Nanaimo,nanaimo,Nanaimo,oceanside,Parksville–Qualicum,Parksville,FALSE,road,road,nearest,10.1
18235,Dolphin Beach,Community,49.2908477,-124.1493852,411,5921,nanaimo,Nanaimo,nanaimo,Nanaimo,oceanside,Parksville–Qualicum,Parksville,FALSE,road,road,nearest,12.1
65811,Nanoose,Indian Reserve,49.2497880,-124.1179903,245,5921,nanaimo,Nanaimo,nanaimo,Nanaimo,oceanside,Parksville–Qualicum,Parksville,FALSE,road,road,nearest,16.0
65769,Qualicum,Indian Reserve,49.3997827,-124.6180096,82,5921,nanaimo,Nanaimo,nanaimo,Nanaimo,oceanside,Parksville–Qualicum,Parksville,FALSE,road,road,nearest,24.0
18788,Osoyoos,Town,49.0325000,-119.4683333,5690,5907,okanagan-similkameen,Okanagan-Similkameen,okanagan-similkameen,Okanagan-Similkameen,oliver-osoyoos,"Oliver, Osoyoos & Keremeos",Oliver,FALSE,road,road,nearest,17.7
18667,Oliver,Town,49.1825000,-119.5508333,5231,5907,okanagan-similkameen,Okanagan-Similkameen,okanagan-similkameen,Okanagan-Similkameen,oliver-osoyoos,"Oliver, Osoyoos & Keremeos",Oliver,TRUE,road,road,hub,0.0
3779,Keremeos,Village,49.2047222,-119.8297222,1648,5907,okanagan-similkameen,Okanagan-Similkameen,okanagan-similkameen,Okanagan-Similkameen,oliver-osoyoos,"Oliver, Osoyoos & Keremeos",Oliver,FALSE,road,road,override,20.4
65660,Osoyoos 1,Indian Reserve,49.1500000,-119.5000000,1426,5907,okanagan-similkameen,Okanagan-Similkameen,okanagan-similkameen,Okanagan-Similkameen,oliver-osoyoos,"Oliver, Osoyoos & Keremeos",Oliver,FALSE,road,road,nearest,5.2
1757,Inkaneep,Community,49.1097239,-119.5036709,1247,5907,okanagan-similkameen,Okanagan-Similkameen,okanagan-similkameen,Okanagan-Similkameen,oliver-osoyoos,"Oliver, Osoyoos & Keremeos",Oliver,FALSE,road,road,nearest,8.8
65657,Osoyoos 3,Indian Reserve,49.0665046,-119.4345047,1247,5907,okanagan-similkameen,Okanagan-Similkameen,okanagan-similkameen,Okanagan-Similkameen,oliver-osoyoos,"Oliver, Osoyoos & Keremeos",Oliver,FALSE,road,road,nearest,15.4
1232,East Osoyoos,Community,49.0161111,-119.4308333,834,5907,okanagan-similkameen,Okanagan-Similkameen,okanagan-similkameen,Okanagan-Similkameen,oliver-osoyoos,"Oliver, Osoyoos & Keremeos",Oliver,FALSE,road,road,nearest,20.5
40324,Eagle Bluff,Locality,49.2672222,-119.5197222,798,5907,okanagan-similkameen,Okanagan-Similkameen,okanagan-similkameen,Okanagan-Similkameen,oliver-osoyoos,"Oliver, Osoyoos & Keremeos",Oliver,FALSE,road,road,nearest,9.7
65552,Blind Creek 6A,Indian Reserve,49.1831685,-119.7511843,692,5907,okanagan-similkameen,Okanagan-Similkameen,okanagan-similkameen,Okanagan-Similkameen,oliver-osoyoos,"Oliver, Osoyoos & Keremeos",Oliver,FALSE,road,road,nearest,14.6
65551,Range 13,Indian Reserve,49.1331675,-119.8345191,594,5907,okanagan-similkameen,Okanagan-Similkameen,okanagan-similkameen,Okanagan-Similkameen,oliver-osoyoos,"Oliver, Osoyoos & Keremeos",Oliver,FALSE,road,road,nearest,21.3
23043,Willowbrook,Community,49.2696107,-119.6032224,570,5907,okanagan-similkameen,Okanagan-Similkameen,okanagan-similkameen,Okanagan-Similkameen,oliver-osoyoos,"Oliver, Osoyoos & Keremeos",Oliver,FALSE,road,road,nearest,10.4
11407,Fairview,Community,49.1745563,-119.6017509,505,5907,okanagan-similkameen,Okanagan-Similkameen,okanagan-similkameen,Okanagan-Similkameen,oliver-osoyoos,"Oliver, Osoyoos & Keremeos",Oliver,FALSE,road,road,nearest,3.8
63381,Keremeos Forks 12 & 12A,Indian Reserve,49.3000000,-119.8166667,488,5907,okanagan-similkameen,Okanagan-Similkameen,okanagan-similkameen,Okanagan-Similkameen,oliver-osoyoos,"Oliver, Osoyoos & Keremeos",Oliver,FALSE,road,road,nearest,23.3
18620,Olalla,Community,49.2652895,-119.8279063,488,5907,okanagan-similkameen,Okanagan-Similkameen,okanagan-similkameen,Okanagan-Similkameen,oliver-osoyoos,"Oliver, Osoyoos & Keremeos",Oliver,FALSE,road,road,nearest,22.1
3459,Cawston,Community,49.1750092,-119.7530815,459,5907,okanagan-similkameen,Okanagan-Similkameen,okanagan-similkameen,Okanagan-Similkameen,oliver-osoyoos,"Oliver, Osoyoos & Keremeos",Oliver,FALSE,road,road,override,14.7
65558,Narcisse's Farm 4,Indian Reserve,49.1331681,-119.7678503,459,5907,okanagan-similkameen,Okanagan-Similkameen,okanagan-similkameen,Okanagan-Similkameen,oliver-osoyoos,"Oliver, Osoyoos & Keremeos",Oliver,FALSE,road,road,nearest,16.7
5919,Chopaka,Locality,48.9998349,-119.7178456,86,5907,okanagan-similkameen,Okanagan-Similkameen,okanagan-similkameen,Okanagan-Similkameen,oliver-osoyoos,"Oliver, Osoyoos & Keremeos",Oliver,FALSE,road,road,nearest,23.7
65801,Chopaka 7 & 8,Indian Reserve,49.0428906,-119.7192355,86,5907,okanagan-similkameen,Okanagan-Similkameen,okanagan-similkameen,Okanagan-Similkameen,oliver-osoyoos,"Oliver, Osoyoos & Keremeos",Oliver,FALSE,road,road,nearest,19.8
65555,Skemeoskuankin 7,Indian Reserve,49.0331683,-119.7178463,86,5907,okanagan-similkameen,Okanagan-Similkameen,okanagan-similkameen,Okanagan-Similkameen,oliver-osoyoos,"Oliver, Osoyoos & Keremeos",Oliver,FALSE,road,road,nearest,20.6
65554,Skemeoskuankin 8,Indian Reserve,49.0331683,-119.7178463,86,5907,okanagan-similkameen,Okanagan-Similkameen,okanagan-similkameen,Okanagan-Similkameen,oliver-osoyoos,"Oliver, Osoyoos & Keremeos",Oliver,FALSE,road,road,nearest,20.6
65559,Lower Similkameen 2,Indian Reserve,49.1165016,-119.7511827,76,5907,okanagan-similkameen,Okanagan-Similkameen,okanagan-similkameen,Okanagan-Similkameen,oliver-osoyoos,"Oliver, Osoyoos & Keremeos",Oliver,FALSE,road,road,nearest,16.3
65549,Ashnola 10,Indian Reserve,49.2164994,-120.0011932,58,5907,okanagan-similkameen,Okanagan-Similkameen,okanagan-similkameen,Okanagan-Similkameen,oliver-osoyoos,"Oliver, Osoyoos & Keremeos",Oliver,FALSE,road,road,nearest,32.9
65553,Blind Creek 6,Indian Reserve,49.1831687,-119.7345171,26,5907,okanagan-similkameen,Okanagan-Similkameen,okanagan-similkameen,Okanagan-Similkameen,oliver-osoyoos,"Oliver, Osoyoos & Keremeos",Oliver,FALSE,road,road,nearest,13.4
65550,Alexis 9,Indian Reserve,49.2165004,-119.9011900,10,5907,okanagan-similkameen,Okanagan-Similkameen,okanagan-similkameen,Okanagan-Similkameen,oliver-osoyoos,"Oliver, Osoyoos & Keremeos",Oliver,FALSE,road,road,nearest,25.7
40204,Chickwat SB 9,Indian Government District : Land Unit,49.8247947,-123.7082709,741,5929,sunshine-coast,Sunshine Coast,sunshine-coast,Sunshine Coast,pender-harbour,Pender Harbour & Egmont,Madeira Park,FALSE,ferry,road,nearest,32.1
22257,Doriston,Locality,49.7164589,-123.8846623,741,5929,sunshine-coast,Sunshine Coast,sunshine-coast,Sunshine Coast,pender-harbour,Pender Harbour & Egmont,Madeira Park,FALSE,ferry,road,nearest,14.6
18132,Secret Cove,Community,49.5331241,-123.9513261,741,5929,sunshine-coast,Sunshine Coast,sunshine-coast,Sunshine Coast,pender-harbour,Pender Harbour & Egmont,Madeira Park,FALSE,ferry,road,nearest,11.0
5057,Billings Bay,Locality,49.6997886,-124.2013384,718,5929,sunshine-coast,Sunshine Coast,sunshine-coast,Sunshine Coast,pender-harbour,Pender Harbour & Egmont,Madeira Park,FALSE,ferry,road,nearest,15.6
40203,Egmont SB 26,Indian Government District : Land Unit,49.7595143,-123.9179979,718,5929,sunshine-coast,Sunshine Coast,sunshine-coast,Sunshine Coast,pender-harbour,Pender Harbour & Egmont,Madeira Park,FALSE,ferry,road,nearest,17.2
2343,Irvines Landing,Locality,49.6331234,-124.0513319,718,5929,sunshine-coast,Sunshine Coast,sunshine-coast,Sunshine Coast,pender-harbour,Pender Harbour & Egmont,Madeira Park,FALSE,ferry,road,nearest,2.5
40868,Slayathlum SB 16,Indian Government District : Land Unit,49.8303468,-124.0124472,718,5929,sunshine-coast,Sunshine Coast,sunshine-coast,Sunshine Coast,pender-harbour,Pender Harbour & Egmont,Madeira Park,FALSE,ferry,road,nearest,23.3
40189,Swaywelat SB 12,Indian Government District : Land Unit,50.1650724,-123.8541182,718,5929,sunshine-coast,Sunshine Coast,sunshine-coast,Sunshine Coast,pender-harbour,Pender Harbour & Egmont,Madeira Park,FALSE,ferry,road,nearest,61.8
34710,Earls Cove,Locality,49.7519444,-124.0091667,605,5929,sunshine-coast,Sunshine Coast,sunshine-coast,Sunshine Coast,pender-harbour,Pender Harbour & Egmont,Madeira Park,FALSE,ferry,road,nearest,14.7
2274,Egmont,Community,49.7500000,-123.9322222,605,5929,sunshine-coast,Sunshine Coast,sunshine-coast,Sunshine Coast,pender-harbour,Pender Harbour & Egmont,Madeira Park,FALSE,ferry,road,nearest,15.8
5431,Kleindale,Locality,49.6331243,-123.9679960,605,5929,sunshine-coast,Sunshine Coast,sunshine-coast,Sunshine Coast,pender-harbour,Pender Harbour & Egmont,Madeira Park,FALSE,ferry,road,nearest,4.2
5302,Garden Bay,Community,49.6326207,-124.0279946,569,5929,sunshine-coast,Sunshine Coast,sunshine-coast,Sunshine Coast,pender-harbour,Pender Harbour & Egmont,Madeira Park,FALSE,ferry,road,nearest,1.4
40835,Sawquamain SB 19A,Indian Government District : Land Unit,49.6303459,-124.0207753,569,5929,sunshine-coast,Sunshine Coast,sunshine-coast,Sunshine Coast,pender-harbour,Pender Harbour & Egmont,Madeira Park,FALSE,ferry,road,nearest,1.1
1601,Buccaneer Bay,Locality,49.4880439,-123.9848688,563,5929,sunshine-coast,Sunshine Coast,sunshine-coast,Sunshine Coast,pender-harbour,Pender Harbour & Egmont,Madeira Park,FALSE,ferry,road,nearest,15.0
24362,Vaucroft Beach,Locality,49.5164568,-124.0013272,563,5929,sunshine-coast,Sunshine Coast,sunshine-coast,Sunshine Coast,pender-harbour,Pender Harbour & Egmont,Madeira Park,FALSE,ferry,road,nearest,11.7
4631,Madeira Park,Community,49.6205000,-124.0232600,469,5929,sunshine-coast,Sunshine Coast,sunshine-coast,Sunshine Coast,pender-harbour,Pender Harbour & Egmont,Madeira Park,TRUE,ferry,road,hub,0.0
40200,Sallahlus SB 20,Indian Government District : Land Unit,49.6164568,-124.0332753,469,5929,sunshine-coast,Sunshine Coast,sunshine-coast,Sunshine Coast,pender-harbour,Pender Harbour & Egmont,Madeira Park,FALSE,ferry,road,nearest,0.9
40199,Sallahlus SB 20A,Indian Government District : Land Unit,49.6192347,-124.0291086,469,5929,sunshine-coast,Sunshine Coast,sunshine-coast,Sunshine Coast,pender-harbour,Pender Harbour & Egmont,Madeira Park,FALSE,ferry,road,nearest,0.4
40193,Suahbin SB 19,Indian Government District : Land Unit,49.6317348,-124.0249421,15,5929,sunshine-coast,Sunshine Coast,sunshine-coast,Sunshine Coast,pender-harbour,Pender Harbour & Egmont,Madeira Park,FALSE,ferry,road,nearest,1.3
40201,Bargain Harbour SB 24,Indian Government District : Land Unit,49.6053458,-124.0221636,0,5929,sunshine-coast,Sunshine Coast,sunshine-coast,Sunshine Coast,pender-harbour,Pender Harbour & Egmont,Madeira Park,FALSE,ferry,road,nearest,1.7
40187,Boulder Island SB 25,Indian Government District : Land Unit,49.7247924,-123.8777179,0,5929,sunshine-coast,Sunshine Coast,sunshine-coast,Sunshine Coast,pender-harbour,Pender Harbour & Egmont,Madeira Park,FALSE,ferry,road,nearest,15.6
40192,Chelohsin SB 13,Indian Government District : Land Unit,50.1414616,-123.8124496,0,5929,sunshine-coast,Sunshine Coast,sunshine-coast,Sunshine Coast,pender-harbour,Pender Harbour & Egmont,Madeira Park,FALSE,ferry,road,nearest,59.9
40191,Hunaechin SB 11,Indian Government District : Land Unit,50.2136822,-123.9846792,0,5929,sunshine-coast,Sunshine Coast,sunshine-coast,Sunshine Coast,pender-harbour,Pender Harbour & Egmont,Madeira Park,FALSE,ferry,road,nearest,66.0
40210,Klayekwim SB 6,Indian Government District : Land Unit,49.7803500,-123.7193811,0,5929,sunshine-coast,Sunshine Coast,sunshine-coast,Sunshine Coast,pender-harbour,Pender Harbour & Egmont,Madeira Park,FALSE,ferry,road,nearest,28.2
40209,Klayekwim SB 6A,Indian Government District : Land Unit,49.7678500,-123.7138251,0,5929,sunshine-coast,Sunshine Coast,sunshine-coast,Sunshine Coast,pender-harbour,Pender Harbour & Egmont,Madeira Park,FALSE,ferry,road,nearest,27.6
40208,Klayekwim SB 7,Indian Government District : Land Unit,49.7761832,-123.7249368,0,5929,sunshine-coast,Sunshine Coast,sunshine-coast,Sunshine Coast,pender-harbour,Pender Harbour & Egmont,Madeira Park,FALSE,ferry,road,nearest,27.6
40207,Klayekwim SB 8,Indian Government District : Land Unit,49.7928500,-123.7221594,0,5929,sunshine-coast,Sunshine Coast,sunshine-coast,Sunshine Coast,pender-harbour,Pender Harbour & Egmont,Madeira Park,FALSE,ferry,road,nearest,28.9
40190,Paykulkum SB 14,Indian Government District : Land Unit,50.1275728,-123.7999488,0,5929,sunshine-coast,Sunshine Coast,sunshine-coast,Sunshine Coast,pender-harbour,Pender Harbour & Egmont,Madeira Park,FALSE,ferry,road,nearest,58.6
40198,Saughanaught SB 22,Indian Government District : Land Unit,49.6525677,-124.0679996,0,5929,sunshine-coast,Sunshine Coast,sunshine-coast,Sunshine Coast,pender-harbour,Pender Harbour & Egmont,Madeira Park,FALSE,ferry,road,nearest,4.8
40195,Sekaleton SB 21,Indian Government District : Land Unit,49.6303455,-124.0527207,0,5929,sunshine-coast,Sunshine Coast,sunshine-coast,Sunshine Coast,pender-harbour,Pender Harbour & Egmont,Madeira Park,FALSE,ferry,road,nearest,2.4
40841,Sekaleton SB 21A,Indian Government District : Land Unit,49.6303456,-124.0513318,0,5929,sunshine-coast,Sunshine Coast,sunshine-coast,Sunshine Coast,pender-harbour,Pender Harbour & Egmont,Madeira Park,FALSE,ferry,road,nearest,2.3
40184,Skookumchuck SB 27,Indian Government District : Land Unit,49.7289589,-123.8957741,0,5929,sunshine-coast,Sunshine Coast,sunshine-coast,Sunshine Coast,pender-harbour,Pender Harbour & Egmont,Madeira Park,FALSE,ferry,road,nearest,15.2
40206,Skwawkweehm SB 17,Indian Government District : Land Unit,49.9234044,-123.8707787,0,5929,sunshine-coast,Sunshine Coast,sunshine-coast,Sunshine Coast,pender-harbour,Pender Harbour & Egmont,Madeira Park,FALSE,ferry,road,nearest,35.4
40183,Smeshalin SB 18,Indian Government District : Land Unit,49.6428464,-123.9846634,0,5929,sunshine-coast,Sunshine Coast,sunshine-coast,Sunshine Coast,pender-harbour,Pender Harbour & Egmont,Madeira Park,FALSE,ferry,road,nearest,3.7
40215,Swaywelat SB 12A,Indian Government District : Land Unit,50.1622946,-123.8513403,0,5929,sunshine-coast,Sunshine Coast,sunshine-coast,Sunshine Coast,pender-harbour,Pender Harbour & Egmont,Madeira Park,FALSE,ferry,road,nearest,61.5
40214,Tchahchelailthtenum SB 10,Indian Government District : Land Unit,49.7220147,-123.8652174,0,5929,sunshine-coast,Sunshine Coast,sunshine-coast,Sunshine Coast,pender-harbour,Pender Harbour & Egmont,Madeira Park,FALSE,ferry,road,nearest,16.0
40188,Tsooahdie SB 15,Indian Government District : Land Unit,50.0914622,-123.7430016,0,5929,sunshine-coast,Sunshine Coast,sunshine-coast,Sunshine Coast,pender-harbour,Pender Harbour & Egmont,Madeira Park,FALSE,ferry,road,nearest,56.1
38678,Penticton,City,49.5008333,-119.5938889,38115,5907,okanagan-similkameen,Okanagan-Similkameen,okanagan-similkameen,Okanagan-Similkameen,penticton,South Okanagan,Penticton,TRUE,road,road,hub,0.0
13335,Summerland,District Municipality,49.6022222,-119.6819444,12426,5907,okanagan-similkameen,Okanagan-Similkameen,okanagan-similkameen,Okanagan-Similkameen,penticton,South Okanagan,Penticton,FALSE,road,road,nearest,12.9
65658,Penticton 1,Indian Reserve,49.4998373,-119.6678559,2080,5907,okanagan-similkameen,Okanagan-Similkameen,okanagan-similkameen,Okanagan-Similkameen,penticton,South Okanagan,Penticton,FALSE,road,road,nearest,5.3
5638,Marron Valley,Locality,49.3665034,-119.6678527,1031,5907,okanagan-similkameen,Okanagan-Similkameen,okanagan-similkameen,Okanagan-Similkameen,penticton,South Okanagan,Penticton,FALSE,road,road,nearest,15.9
60075,Penticton 2,Indian Reserve,49.4808333,-119.5572222,967,5907,okanagan-similkameen,Okanagan-Similkameen,okanagan-similkameen,Okanagan-Similkameen,penticton,South Okanagan,Penticton,FALSE,road,road,nearest,3.5
20162,West Bench,Community,49.4968152,-119.6299002,817,5907,okanagan-similkameen,Okanagan-Similkameen,okanagan-similkameen,Okanagan-Similkameen,penticton,South Okanagan,Penticton,FALSE,road,road,nearest,2.6
40506,Chute Lake,Locality,49.6831728,-119.5345227,675,5907,okanagan-similkameen,Okanagan-Similkameen,okanagan-similkameen,Okanagan-Similkameen,penticton,South Okanagan,Penticton,FALSE,road,road,nearest,20.7
22978,Trout Creek,Community,49.5694444,-119.6263889,670,5907,okanagan-similkameen,Okanagan-Similkameen,okanagan-similkameen,Okanagan-Similkameen,penticton,South Okanagan,Penticton,FALSE,road,road,nearest,8.0
2988,Kaleden,Community,49.3943800,-119.5985400,618,5907,okanagan-similkameen,Okanagan-Similkameen,okanagan-similkameen,Okanagan-Similkameen,penticton,South Okanagan,Penticton,FALSE,road,road,nearest,11.8
4844,Crescent Beach,Community,49.6248062,-119.6640673,597,5907,okanagan-similkameen,Okanagan-Similkameen,okanagan-similkameen,Okanagan-Similkameen,penticton,South Okanagan,Penticton,FALSE,road,road,nearest,14.7
41067,Garnet Valley,Community,49.6422616,-119.7134918,565,5907,okanagan-similkameen,Okanagan-Similkameen,okanagan-similkameen,Okanagan-Similkameen,penticton,South Okanagan,Penticton,FALSE,road,road,nearest,17.9
