geoname_id,bc_geographic_name,geoname_type,lat,lon,place_population,cd_uid,district,district_label,basin_district,basin_district_label,basin,basin_label,basin_hub,is_hub,basin_access,place_access,assigned_by,hub_distance_km
65355,Village Bay 7,Indian Reserve,50.1664455,-125.2013824,546,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,ferry,zone:discovery-islands,16.2
40885,Stories Beach,Community,49.9192223,-125.1874860,514,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,12.2
65352,Campbell River 11,Indian Reserve,50.0331110,-125.2513801,506,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,1.2
34753,Bloedel,Locality,50.1164431,-125.3847199,454,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,14.5
34759,Elk Bay,Locality,50.2777778,-125.4386111,454,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,31.5
14690,Hkusam,Locality,50.3869444,-125.9275000,454,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,63.3
35007,Rock Bay,Locality,50.3331096,-125.4847293,454,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,38.5
65347,Salmon River 1,Indian Reserve,50.3812200,-125.9355400,454,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,63.3
65053,Bartlett Island 7,Indian Reserve,50.3164476,-125.0847164,447,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,34.5
65602,Bear Bay 8,Indian Reserve,50.8331187,-124.9513941,447,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,92.4
4309,Big Bay,Locality,50.3997808,-125.1347204,447,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,42.6
5775,Blind Channel,Community,50.4134756,-125.5030768,447,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,47.2
54371,Brem River,Locality,50.4331198,-124.6680402,447,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,61.3
65057,Deep Valley 5,Indian Reserve,50.3831164,-124.9347137,447,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,45.7
65349,Drew Harbour 9,Indian Reserve,50.0831120,-125.1847128,447,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,ferry,zone:discovery-islands,7.9
37732,George River,Locality,50.5580556,-125.5255556,447,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,62.8
65609,Hanatsa 6,Indian Reserve,50.5331048,-125.9680834,447,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,76.6
6686,Hardwicke Island,Locality,50.4164381,-125.9180784,447,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,64.9
64974,Homalco 1,Indian Reserve,50.9497869,-124.8847289,447,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,106.1
64973,Homalco 2,Indian Reserve,50.9664539,-124.8680622,447,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,108.2
64972,Homalco 2A,Indian Reserve,50.9664539,-124.8680622,447,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,108.2
65326,Homayno 2,Indian Reserve,50.5831099,-125.5680726,447,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,66.4
65327,Loughborough 3,Indian Reserve,50.5164430,-125.5514034,447,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,59.1
65353,Matlaten 4,Indian Reserve,50.4664430,-125.5347347,447,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,53.5
65501,Matsayno 5,Indian Reserve,50.5331124,-125.3347305,447,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,57.1
64977,Mushkin 5,Indian Reserve,50.3497805,-125.1347189,447,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,37.1
64976,Mushkin 5A,Indian Reserve,50.3497803,-125.1513861,447,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,36.9
64978,Orford Bay 4,Indian Reserve,50.6164520,-124.8513846,447,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,71.6
34774,Owen Bay,Locality,50.3163889,-125.2216667,447,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,32.7
65612,Pawala 5,Indian Reserve,50.6164391,-125.9180844,447,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,81.5
35002,Phillips Arm,Community,50.5482137,-125.3530437,447,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,58.9
65611,Port Neville 4,Indian Reserve,50.5664387,-125.9347500,447,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,77.9
64971,Potato Point 3,Indian Reserve,50.9331203,-124.8680612,447,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,104.6
65058,Quequa 6,Indian Reserve,50.1997821,-124.9347084,447,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,ferry,zone:discovery-islands,29.5
35006,Read Island,Locality,50.1831136,-125.0847126,447,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,ferry,zone:discovery-islands,21.1
34895,Refuge Cove,Locality,50.1164496,-124.8347029,447,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,31.0
21907,Roy,Locality,50.5164432,-125.5347362,447,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,58.6
65502,Saaiyouck 6,Indian Reserve,50.4164471,-125.1680553,447,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,44.1
65063,Salmon Bay 3,Indian Reserve,50.4331200,-124.6513730,447,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,62.1
65064,Siakin 4,Indian Reserve,50.2831177,-124.7847062,447,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,43.6
8731,Stuart Island,Locality,50.3664473,-125.1347194,447,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,39.0
14011,Surge Narrows,Locality,50.2329100,-125.1061400,447,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,ferry,zone:discovery-islands,25.3
65023,Tatpo-oose 10,Indian Reserve,50.2331135,-125.1180484,447,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,ferry,zone:discovery-islands,25.0
40907,Teakerne Arm,Locality,50.1858946,-124.8166488,447,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,35.4
19066,Thurlow,Locality,50.4497782,-125.3680624,447,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,48.3
19722,Squirrel Cove,Locality,50.1164486,-124.9180388,426,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,ferry,zone:discovery-islands,25.5
35016,Whaletown,Locality,50.0995819,-125.0501436,426,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,ferry,zone:discovery-islands,16.2
34756,Duncan Bay,Locality,50.0713889,-125.2866667,377,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,6.2
16250,Shelter Point,Community,49.9331100,-125.1870400,362,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,10.8
35009,Sayward,Village,50.3788889,-125.9594444,346,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,64.5
22323,Quinsam,Community,50.0183564,-125.2895428,312,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,3.3
65351,Quinsam 12,Indian Reserve,50.0164436,-125.3013811,312,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,4.2
60160,Homalco 9,Indian Reserve,49.9491667,-125.2436111,214,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,8.2
65348,Cape Mudge 10,Indian Reserve,49.9997783,-125.1847104,145,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,ferry,zone:discovery-islands,4.9
35019,Yaculta,Community,50.0204500,-125.1966600,145,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,ferry,zone:discovery-islands,3.4
65059,Tork 7,Indian Reserve,50.1331152,-124.9347065,60,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,ferry,zone:discovery-islands,25.2
64975,Aupe 6,Indian Reserve,50.3331146,-125.0680497,0,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,36.7
65054,Aupe 6A,Indian Reserve,50.3331146,-125.0680497,0,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,36.7
5979,Church House,Locality,50.3331146,-125.0680497,0,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,road,nearest,36.7
65060,Squirrel Cove 8,Indian Reserve,50.1331154,-124.9180393,0,5924,strathcona,Strathcona,strathcona,Strathcona,campbell-river,Campbell River & Area,Campbell River,FALSE,road,ferry,zone:discovery-islands,26.3
64912,Bella Bella 1,Indian Reserve,52.1497547,-128.1515359,1193,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,TRUE,ferry,road,hub,0.0
29034,Campbell Island,Community,52.1694500,-128.1450400,582,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-water,2.2
65048,Kitasoo 1,Indian Reserve,52.5997535,-128.5348968,217,5949,kitimat-stikine,Kitimat-Stikine,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:kitasoo-waters,56.4
28410,Klemtu,Community,52.5885230,-128.5207819,217,5949,kitimat-stikine,Kitimat-Stikine,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-water,54.9
17594,Tallheo,Locality,52.3904700,-126.8358800,162,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-water,93.4
59982,'Kluémt 15,Indian Reserve,52.1997800,-128.1657000,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-inlets,5.6
65370,Ann Island 7,Indian Reserve,51.2664195,-127.8014956,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-inlets,101.1
64999,Chatscah 2,Indian Reserve,52.8831084,-127.0848613,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-inlets,108.9
64907,Clatse 5,Indian Reserve,52.3330937,-127.8348657,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-inlets,29.7
64424,Cockmi 3,Indian Reserve,51.5164227,-127.6848336,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-inlets,77.4
26802,Dawsons Landing,Locality,51.5830911,-127.5848327,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-water,74.1
63861,Elcho 6,Indian Reserve,52.4008333,-127.5377778,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-inlets,50.2
64989,Grief Island 2,Indian Reserve,52.2803106,-128.2112644,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-inlets,15.1
65488,Halowis 5,Indian Reserve,51.2997626,-127.0514738,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-inlets,121.1
64910,Hoonees 2,Indian Reserve,52.3164252,-127.9682026,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-inlets,22.3
64980,Howeet 8,Indian Reserve,52.0497550,-128.0681965,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-inlets,12.5
64987,Island 14A,Indian Reserve,52.1497552,-128.1182015,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-inlets,2.3
64982,Kajustus 10,Indian Reserve,52.1497560,-128.0515328,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-inlets,6.8
64996,Kemsquit 1,Indian Reserve,52.8164426,-126.9681886,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-inlets,109.2
64426,Kiltala 2,Indian Reserve,51.7164283,-127.3514966,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-inlets,73.0
4519,Kimsquit,Locality,52.8331096,-126.9515219,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-water,111.2
64979,Kisameet 7,Indian Reserve,51.9664234,-127.8848547,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-inlets,27.3
64988,Kokyet 1,Indian Reserve,52.2830885,-128.2015420,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-inlets,15.2
64993,Koqui 6,Indian Reserve,52.2330859,-128.3682121,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-inlets,17.4
64981,Kunsoot 9,Indian Reserve,52.1497565,-128.0181984,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-inlets,9.1
64997,Kwatlena 4,Indian Reserve,52.0997646,-127.3515094,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-inlets,54.9
64990,Kyarti 3,Indian Reserve,52.2997553,-128.2015426,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-inlets,17.0
26635,Namu,Locality,51.8664228,-127.8681842,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-water,37.0
65486,Nathlegalis 3,Indian Reserve,51.2830882,-127.6514916,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-inlets,102.3
64991,Neekas 4,Indian Reserve,52.4497572,-128.1515463,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-inlets,33.4
65487,Nekite 2,Indian Reserve,51.4164296,-127.0848119,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-inlets,109.7
65777,Nooseseck 2,Indian Reserve,52.3331046,-126.9848391,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-inlets,82.0
64908,Noota 4,Indian Reserve,52.4830961,-127.7515350,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-inlets,46.0
17918,Ocean Falls,Community,52.3534262,-127.6896440,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-water,38.7
40476,Old Bella Bella,Community,52.1575579,-128.1067787,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-water,3.2
64986,Pole Island 14,Indian Reserve,52.1830890,-128.1015355,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-inlets,5.0
64909,Quartcha 3,Indian Reserve,52.5164286,-127.8348721,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-inlets,46.1
40848,Shearwater,Locality,52.1472222,-128.0927778,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-water,4.0
64998,Skowquiltz River 3,Indian Reserve,52.5997713,-127.1681874,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-inlets,83.4
40872,South Bentinck,Locality,52.0442173,-126.6681528,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-water,102.0
64994,Taleomy 3,Indian Reserve,52.0331061,-126.6681524,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-inlets,102.2
64992,Tankeah 5,Indian Reserve,52.2997547,-128.2515441,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-inlets,18.0
64911,Tcimotf 1A,Indian Reserve,52.1330881,-128.1348681,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-inlets,2.2
65489,Toksee 4,Indian Reserve,51.2330919,-127.3348137,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-inlets,116.4
65491,Tseetsum-Sawlasilah 6,Indian Reserve,51.3330927,-127.3181497,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-inlets,107.4
64983,Werkinellek 11,Indian Reserve,51.9211376,-128.4762602,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-inlets,33.8
65484,Wyclese 1,Indian Reserve,51.2830920,-127.3514824,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-inlets,111.0
64984,Yellertlee 12,Indian Reserve,51.9316934,-128.4607045,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-inlets,32.2
64985,Yeo Island 13,Indian Reserve,52.2997564,-128.1182067,149,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-inlets,16.8
64423,Katit 1,Indian Reserve,51.6830967,-127.2014908,77,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-water,83.3
54165,Oweekeno,First Nation Village,51.6803186,-127.2264915,77,5945,central-coast,Central Coast,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:central-coast-water,82.2
65044,Dil-ma-sow 5,Indian Reserve,52.5664142,-128.9682423,0,5949,kitimat-stikine,Kitimat-Stikine,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:kitasoo-waters,72.3
65388,Gander Island 14,Indian Reserve,52.6664090,-129.4182597,0,5949,kitimat-stikine,Kitimat-Stikine,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:kitasoo-waters,103.4
65070,Goo-ewe 8,Indian Reserve,52.4664164,-128.7348982,0,5949,kitimat-stikine,Kitimat-Stikine,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:kitasoo-waters,53.0
65041,Kdad-eesh 4,Indian Reserve,52.7330781,-129.2849247,0,5949,kitimat-stikine,Kitimat-Stikine,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:kitasoo-waters,100.5
65043,Kinmakanksk 6,Indian Reserve,52.6997489,-128.9515799,0,5949,kitimat-stikine,Kitimat-Stikine,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:kitasoo-waters,81.7
65309,Lackzuswadda 9,Indian Reserve,52.8997481,-129.1515933,0,5949,kitimat-stikine,Kitimat-Stikine,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:kitasoo-waters,107.4
65071,Lattkaloup 9,Indian Reserve,52.6997518,-128.7349065,0,5949,kitimat-stikine,Kitimat-Stikine,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:kitasoo-waters,72.8
65066,Mary Cove 12,Indian Reserve,52.6164214,-128.4515615,0,5949,kitimat-stikine,Kitimat-Stikine,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:kitasoo-waters,55.7
65067,Oatswish 13,Indian Reserve,52.9330952,-128.1348962,0,5949,kitimat-stikine,Kitimat-Stikine,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:kitasoo-waters,87.1
65069,Quckwa 7,Indian Reserve,52.5497509,-128.7015668,0,5949,kitimat-stikine,Kitimat-Stikine,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:kitasoo-waters,58.1
65072,Saint Joe 10,Indian Reserve,52.8664206,-128.6849110,0,5949,kitimat-stikine,Kitimat-Stikine,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:kitasoo-waters,87.5
65068,Skilak 14,Indian Reserve,52.7164241,-128.3182275,0,5949,kitimat-stikine,Kitimat-Stikine,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:kitasoo-waters,64.0
65065,Ulthakoush 11,Indian Reserve,52.9664220,-128.6515803,0,5949,kitimat-stikine,Kitimat-Stikine,central-coast,Central Coast,central-coast-marine,Central Coast (Bella Bella & Klemtu),Bella Bella 1,FALSE,ferry,ferry,zone:kitasoo-waters,96.9
